id,sem,lem,cer,cg,flex,pron,orto,etim,varia,def,sinta,ex,comp,not
204,204,BUSCAR,,,,,,,,,,,,
205,205,CIRERA,,,,,,,,,,,,
206,206,CERT,,,,,,,,,,,,
207,207,CERVESA,,,,,,,,,,,,
208,208,GUITARRA,,,,,,,,,,,,
209,209,CIGARRETA,,,,,,,,,,,,
210,210,CINEMA,,,,,,,,,,,,
211,211,CINQUANTA,,,,,,,,,,,,
212,212,CINC,,,,,,,,,,,,
213,213,XOCOLATA,,,,,,,,,,,,
214,214,CIUTAT,,,,,,,,,,,,
215,215,CRIDAR,,,,,,,,,,,,
216,216,DIR-SE,,,,,,,,,,,,
217,217,CLAR,,,,,,,,,,,,
218,218,CLASSE,,,,,,,,,,,,
219,219,TANCAR,,,,,,,,,,,,
220,220,TANCAT,,,,,,,,,,,,
221,221,CLAU,,,,,,,,,,,,
222,222,CLAU,,,,,,,,,,,,
223,223,CLIMA,,,,,,,,,,,,
224,224,CUINA,,,,,,,,,,,,
225,225,COGNOM,,,,,,,,,,,,
226,226,AGAFAR,,,,,,,,,,,,
227,227,ALLÀ,,,,,,,,,,,,
228,228,CULLERA,,,,,,,,,,,,
229,229,COLL,,,,,,,,,,,,
230,230,AJEURE’S,,,,,,,,,,,,
231,231,COLOM,,,,,,,,,,,,
232,232,COLOR,,,,,,,,,,,,
233,233,PEGAR,,,,,,,,,,,,
234,234,COP,,,,,,,,,,,,
235,235,GANIVET,,,,,,,,,,,,
236,236,COMENÇAR,,,,,,,,,,,,
237,237,ESTEL,,,,,,,,,,,,
238,238,COM,,,,,,,,,,,,
239,239,COM QUE,,,,,,,,,,,,
240,240,COMPANY,,,,,,,,,,,,
241,241,LLÀSTIMA,,,,,,,,,,,,
242,242,COMPLIR,,,,,,,,,,,,
243,243,COMPLETAR,,,,,,,,,,,,
244,244,COMPRAR,,,,,,,,,,,,
245,245,COMPRENDRE,,,,,,,,,,,,
246,246,AMB,,,,,,,,,,,,
247,247,CONDUIR,,,,,,,,,,,,
248,248,CONILL,,,,,,,,,,,,
249,249,CONÈIXER,,,,,,,,,,,,
250,250,ACONSEGUIR,,,,,,,,,,,,
251,251,CONSERVAR,,,,,,,,,,,,
252,252,CONSIDERAR,,,,,,,,,,,,
253,253,CONSTRUIR,,,,,,,,,,,,
254,254,COMPTAR,,,,,,,,,,,,
255,255,CONTENT,,,,,,,,,,,,
256,256,CONTINUAR,,,,,,,,,,,,
257,257,CONTE,,,,,,,,,,,,
258,258,COMPTE,,,,,,,,,,,,
259,259,CONTRA,,,,,,,,,,,,
260,260,CONVENIR,,,,,,,,,,,,
261,261,COR,,,,,,,,,,,,
262,262,BANYA,,,,,,,,,,,,
263,263,COS,,,,,,,,,,,,
264,264,CORRECTE,,,,,,,,,,,,
265,265,CÓRRER,,,,,,,,,,,,
266,266,CORREGUDA,,,,,,,,,,,,
267,267,CURS,,,,,,,,,,,,
268,268,CURS,,,,,,,,,,,,
269,269,PATI,,,,,,,,,,,,
270,270,CURT,,,,,,,,,,,,
271,271,CORBATA,,,,,,,,,,,,
272,272,COSIR,,,,,,,,,,,,
273,273,AIXÍ,,,,,,,,,,,,
274,274,COSINA,,,,,,,,,,,,
275,275,COSÍ,,,,,,,,,,,,
276,276,COSTA,,,,,,,,,,,,
277,277,COSTUM,,,,,,,,,,,,
278,278,COLZE,,,,,,,,,,,,
279,279,CREURE,,,,,,,,,,,,
280,280,CRÉIXER,,,,,,,,,,,,
281,281,ENCREUAR,,,,,,,,,,,,
282,282,ALLÒ,,,,,,,,,,,,
283,283,AQUELL,,,,,,,,,,,,
284,284,AQUELL,,,,,,,,,,,,
285,285,AIXÒ,,,,,,,,,,,,
286,286,AQUEIX,,,,,,,,,,,,
287,287,AQUEIX,,,,,,,,,,,,
288,288,AÇÒ,,,,,,,,,,,,
289,289,AQUEST,,,,,,,,,,,,
290,290,AQUEST,,,,,,,,,,,,
291,291,ACÍ,,,,,,,,,,,,
292,292,QUAL,,,,,,,,,,,,
293,293,CURA,,,,,,,,,,,,
294,294,CURA,,,,,,,,,,,,
295,295,DEL,,,,,,,,,,,,
296,296,DONAR,,,,,,,,,,,,
297,297,DATA,,,,,,,,,,,,
298,298,DE,,,,,,,,,,,,
299,299,DE,,,,,,,,,,,,
300,300,D’HORA,,,,,,,,,,,,
301,301,DEL,,,,,,,,,,,,
302,302,MÉS,,,,,,,,,,,,
303,303,DEBAT,,,,,,,,,,,,
304,304,DEBATRE,,,,,,,,,,,,
305,305,DEU,,,,,,,,,,,,
306,306,DESEMBRE,,,,,,,,,,,,
307,307,DENOU,,,,,,,,,,,,
308,308,DIVUIT,,,,,,,,,,,,
309,309,DESSET,,,,,,,,,,,,
310,310,DECIDIR,,,,,,,,,,,,
311,311,DESÈ,,,,,,,,,,,,
312,312,ONZÈ,,,,,,,,,,,,
313,313,DIT,,,,,,,,,,,,
314,314,PREGUNTA,,,,,,,,,,,,
315,315,PREGUNTAR,,,,,,,,,,,,
316,316,DINERS,,,,,,,,,,,,
317,317,DENT,,,,,,,,,,,,
318,318,DENTISTA,,,,,,,,,,,,
319,319,DESPULLAR-SE,,,,,,,,,,,,
320,320,DÉU,,,,,,,,,,,,
321,321,DEMÀ PASSAT,,,,,,,,,,,,
322,322,PRESSA,,,,,,,,,,,,
323,323,DRETA,,,,,,,,,,,,
324,324,DRET,,,,,,,,,,,,
325,325,DRET,,,,,,,,,,,,
326,326,DES DE,,,,,,,,,,,,
327,327,ESMUSSAT,,,,,,,,,,,,
328,328,DIBUIXAR,,,,,,,,,,,,
329,329,SEGUIDA,,,,,,,,,,,,
330,330,DESITJAR,,,,,,,,,,,,
331,331,DESDEJUNAR,,,,,,,,,,,,
332,332,DESDEJUNI,,,,,,,,,,,,
333,333,GASTAR,,,,,,,,,,,,
334,334,DEURE,,,,,,,,,,,,
335,335,DIA,,,,,,,,,,,,
336,336,DIA,,,,,,,,,,,,
337,337,DIARI,,,,,,,,,,,,
338,338,DIR,,,,,,,,,,,,
339,339,DIFERÈNCIA,,,,,,,,,,,,
340,340,DIFÍCIL,,,,,,,,,,,,
341,341,DIRIGIR,,,,,,,,,,,,
342,342,DISC,,,,,,,,,,,,
343,343,DIFERENT,,,,,,,,,,,,
344,344,DIVERTIR-SE,,,,,,,,,,,,
345,345,PARTIR,,,,,,,,,,,,
346,346,DUTXA,,,,,,,,,,,,
347,347,DOTZENA,,,,,,,,,,,,
348,348,DOCTOR,,,,,,,,,,,,
349,349,DOTZE,,,,,,,,,,,,
350,350,DOLÇ,,,,,,,,,,,,
351,351,MAL,,,,,,,,,,,,
352,352,DOLOR,,,,,,,,,,,,
353,353,DIUMENGE,,,,,,,,,,,,
354,354,REGAL,,,,,,,,,,,,
355,355,TANT,,,,,,,,,,,,
356,356,DOS,,,,,,,,,,,,
357,357,DOS-CENTS,,,,,,,,,,,,
358,358,DOBLE,,,,,,,,,,,,
359,359,DORMIR,,,,,,,,,,,,
360,360,DORMITORI,,,,,,,,,,,,
361,361,ESQUENA,,,,,,,,,,,,
362,362,DUBTE,,,,,,,,,,,,
363,363,DURANT,,,,,,,,,,,,
364,364,DURAR,,,,,,,,,,,,
365,365,DUR,,,,,,,,,,,,
366,366,ESGLÉSIA,,,,,,,,,,,,
367,367,EFECTE,,,,,,,,,,,,
368,368,ELÈCTRIC,,,,,,,,,,,,
369,369,ELEFANT,,,,,,,,,,,,
370,370,ESCOLLIR,,,,,,,,,,,,
371,371,HELENA,,,,,,,,,,,,
372,372,ELLA,,,,,,,,,,,,
373,373,ELLES,,,,,,,,,,,,
374,374,ALLÒ,,,,,,,,,,,,
375,375,ELL,,,,,,,,,,,,
376,376,ELLS,,,,,,,,,,,,
377,377,EMPÈNYER,,,,,,,,,,,,
378,378,OMPLIR,,,,,,,,,,,,
379,379,EMPORTAR-SE,,,,,,,,,,,,
380,380,EN,,,,,,,,,,,,
381,381,GENS,,,,,,,,,,,,
382,382,COBRAR,,,,,,,,,,,,
383,383,TROBAR,,,,,,,,,,,,
384,384,CITA,,,,,,,,,,,,
385,385,NENA,,,,,,,,,,,,
386,386,NEN,,,,,,,,,,,,
387,387,INFANTS,,,,,,,,,,,,
388,388,AGRAIR,,,,,,,,,,,,
389,389,ENSENYAR,,,,,,,,,,,,
390,390,SENCER,,,,,,,,,,,,
391,391,ENTENDRE,,,,,,,,,,,,
392,392,ENTRAR,,,,,,,,,,,,
393,393,ENTRADA,,,,,,,,,,,,
394,394,ENTRE,,,,,,,,,,,,
395,395,ENTREPÀ,,,,,,,,,,,,
396,396,DINS,,,,,,,,,,,,
397,397,JO,,,,,,,,,,,,
398,398,IGUAL,,,,,,,,,,,,
399,399,EQUIVOCAR-SE,,,,,,,,,,,,
400,400,ESGARRAPAR,,,,,,,,,,,,
401,401,ESCALA,,,,,,,,,,,,
402,402,ESCALA DE MÀ,,,,,,,,,,,,
403,403,ESCOLA,,,,,,,,,,,,
404,404,ESCOMBRA,,,,,,,,,,,,
405,405,ESCORÇA,,,,,,,,,,,,
406,406,ESCRIURE,,,,,,,,,,,,
407,407,MIRALL,,,,,,,,,,,,
408,408,ESPERAR,,,,,,,,,,,,
409,409,,,,,,,,,,,,,
410,410,ESPERIT,,,,,,,,,,,,
411,411,ESPONJA,,,,,,,,,,,,
412,412,BRUT,,,,,,,,,,,,
413,413,ESPORT,,,,,,,,,,,,
414,414,MULLER,,,,,,,,,,,,
415,415,MARIT,,,,,,,,,,,,
416,416,ESCOPIR,,,,,,,,,,,,
417,417,ÉSSER,,,,,,,,,,,,
418,418,CALDRE,,,,,,,,,,,,
419,419,DRET,,,,,,,,,,,,
420,420,ESTAR,,,,,,,,,,,,
421,421,TROBAR-SE,,,,,,,,,,,,
422,422,ESTIU,,,,,,,,,,,,
423,423,ESTAT,,,,,,,,,,,,
424,424,ESTACIÓ,,,,,,,,,,,,
425,425,EST,,,,,,,,,,,,
426,426,ESTEL,,,,,,,,,,,,
427,427,XIMPLE,,,,,,,,,,,,
428,428,ESTÓMAC,,,,,,,,,,,,
429,429,ESTRANGER,,,,,,,,,,,,
430,430,ESTRET,,,,,,,,,,,,
431,431,ESTRÈNYER,,,,,,,,,,,,
432,432,SOROLL,,,,,,,,,,,,
433,433,ESTUPEND,,,,,,,,,,,,
434,434,DESPERTAR-SE,,,,,,,,,,,,
435,435,I,,,,,,,,,,,,
436,436,EDAT,,,,,,,,,,,,
437,437,EXCAVAR,,,,,,,,,,,,
438,438,EXCEL·LENT,,,,,,,,,,,,
439,439,EXCURSIÓ,,,,,,,,,,,,
440,440,EXEMPLE,,,,,,,,,,,,
441,441,EIXIR,,,,,,,,,,,,
442,442,EIXIDA,,,,,,,,,,,,
443,443,EXPLICAR,,,,,,,,,,,,
444,444,ESPRÉMER,,,,,,,,,,,,
445,445,EXISTIR,,,,,,,,,,,,
446,446,EIXUGAR,,,,,,,,,,,,
447,447,APAGAR,,,,,,,,,,,,
448,448,TREURE,,,,,,,,,,,,
449,449,TOVALLOLA,,,,,,,,,,,,
450,450,FÀBRICA,,,,,,,,,,,,
451,451,CARA,,,,,,,,,,,,
452,452,FER,,,,,,,,,,,,
453,453,APUNTAR EL DIA,,,,,,,,,,,,
454,454,VESPREJAR,,,,,,,,,,,,
455,455,FÀCIL,,,,,,,,,,,,
456,456,FET,,,,,,,,,,,,
457,457,0,,,,,,,,,,,,
458,458,FAM,,,,,,,,,,,,
459,459,FAMÍLIA,,,,,,,,,,,,
460,460,FANTÀSTIC,,,,,,,,,,,,
461,461,FARMÀCIA,,,,,,,,,,,,
462,462,CANSAT,,,,,,,,,,,,
463,463,FEBRER,,,,,,,,,,,,
464,464,FETGE,,,,,,,,,,,,
465,465,LLEIG,,,,,,,,,,,,
466,466,FELIÇ,,,,,,,,,,,,
467,467,DONA,,,,,,,,,,,,
468,468,FEMENÍ,,,,,,,,,,,,
469,469,FINESTRA,,,,,,,,,,,,
470,470,FERRO,,,,,,,,,,,,
471,471,FESTA,,,,,,,,,,,,
472,472,FIGURA,,,,,,,,,,,,
473,473,FILLA,,,,,,,,,,,,
474,474,FILL,,,,,,,,,,,,
475,475,FIL,,,,,,,,,,,,
476,476,FINAL,,,,,,,,,,,,
477,477,FI,,,,,,,,,,,,
478,478,FINS,,,,,,,,,,,,
479,479,CAP DE SETMANA,,,,,,,,,,,,
480,480,ACABAR,,,,,,,,,,,,
481,481,PRIM,,,,,,,,,,,,
482,482,FLETXA,,,,,,,,,,,,
483,483,FLOR,,,,,,,,,,,,
484,484,SURAR,,,,,,,,,,,,
485,485,FLUIR,,,,,,,,,,,,
486,486,RIU,,,,,,,,,,,,
487,487,LLAR DE FOC,,,,,,,,,,,,
488,488,FOC,,,,,,,,,,,,
489,489,FULLA,,,,,,,,,,,,
490,490,FULL,,,,,,,,,,,,
491,491,FONS,,,,,,,,,,,,
492,492,FONT,,,,,,,,,,,,
493,493,FONT,,,,,,,,,,,,
494,494,FORA,,,,,,,,,,,,
495,495,FORQUILLA,,,,,,,,,,,,
496,496,TISORES,,,,,,,,,,,,
497,497,FORMA,,,,,,,,,,,,
498,498,BONIC,,,,,,,,,,,,
499,499,FORN,,,,,,,,,,,,
500,500,POTSER,,,,,,,,,,,,
501,501,FORT,,,,,,,,,,,,
502,502,FORÇA,,,,,,,,,,,,
503,503,SORT,,,,,,,,,,,,
504,504,LLUMÍ,,,,,,,,,,,,
505,505,FOTOGRAFIA,,,,,,,,,,,,
506,506,FRANCÈS,,,,,,,,,,,,
507,507,GERMÀ,,,,,,,,,,,,
508,508,FREGAR,,,,,,,,,,,,
509,509,FRED,,,,,,,,,,,,
510,510,FRED,,,,,,,,,,,,
511,511,SOVINT,,,,,,,,,,,,
512,512,FRESC,,,,,,,,,,,,
513,513,BLAT,,,,,,,,,,,,
514,514,FRONT,,,,,,,,,,,,
515,515,ENFRONT,,,,,,,,,,,,
516,516,FRUIT,,,,,,,,,,,,
517,517,FUM,,,,,,,,,,,,
518,518,CORDA,,,,,,,,,,,,
519,519,PAL,,,,,,,,,,,,
520,520,FUTBOL,,,,,,,,,,,,
521,521,FUTUR,,,,,,,,,,,,
522,522,GROC,,,,,,,,,,,,
523,523,GALLINA,,,,,,,,,,,,
524,524,GALL,,,,,,,,,,,,
525,525,GARATGE,,,,,,,,,,,,
526,526,GAS,,,,,,,,,,,,
527,527,BENZINA,,,,,,,,,,,,
528,528,GELAR,,,,,,,,,,,,
529,529,GELAT,,,,,,,,,,,,
530,530,GENERAL,,,,,,,,,,,,
531,531,GENERALMENT,,,,,,,,,,,,
532,532,GENOLL,,,,,,,,,,,,
533,533,GENT,,,,,,,,,,,,
534,534,GIMNÀSTICA,,,,,,,,,,,,
535,535,GIRAFA,,,,,,,,,,,,
536,536,GIRAR,,,,,,,,,,,,
537,537,GLAÇ,,,,,,,,,,,,
538,538,GOMA,,,,,,,,,,,,
539,539,GUST,,,,,,,,,,,,
540,540,GOTA,,,,,,,,,,,,
541,541,GOVERN,,,,,,,,,,,,
542,542,GRAU,,,,,,,,,,,,
543,543,GRAU,,,,,,,,,,,,
544,544,GRAN,,,,,,,,,,,,
545,545,GREIX,,,,,,,,,,,,
546,546,GRÀCIA,,,,,,,,,,,,
547,547,GRÀCIES,,,,,,,,,,,,
548,548,GRATAR,,,,,,,,,,,,
549,549,GRIS,,,,,,,,,,,,
550,550,GRAS,,,,,,,,,,,,
551,551,GRUP,,,,,,,,,,,,
552,552,GUANYAR,,,,,,,,,,,,
553,553,GUANT,,,,,,,,,,,,
554,554,GUARDAR,,,,,,,,,,,,
555,555,GUERRA,,,,,,,,,,,,
556,556,TENIR,,,,,,,,,,,,
557,557,HAVER,,,,,,,,,,,,
558,558,HAVER DE,,,,,,,,,,,,
559,559,HAVER-HI,,,,,,,,,,,,
560,560,HELICÒPTER,,,,,,,,,,,,
561,561,HERBA,,,,,,,,,,,,
562,562,AHIR,,,,,,,,,,,,
563,563,ANIT,,,,,,,,,,,,
564,564,HI,,,,,,,,,,,,
565,565,HISTÒRIA,,,,,,,,,,,,
566,566,HIVERN,,,,,,,,,,,,
567,567,AVUI,,,,,,,,,,,,
568,568,HOME,,,,,,,,,,,,
569,569,HOME,,,,,,,,,,,,
570,570,ESPATLA,,,,,,,,,,,,
571,571,HONOR,,,,,,,,,,,,
572,572,HORA,,,,,,,,,,,,
573,573,RELLOTGE,,,,,,,,,,,,
574,574,RELLOTGE,,,,,,,,,,,,
575,575,HORT,,,,,,,,,,,,
576,576,HOSPITAL,,,,,,,,,,,,
577,577,HOTEL,,,,,,,,,,,,
578,578,HUMÀ,,,,,,,,,,,,
579,579,HUMID,,,,,,,,,,,,
580,580,IDEA,,,,,,,,,,,,
581,581,IMPERMEABLE,,,,,,,,,,,,
582,582,IMPORTANT,,,,,,,,,,,,
583,583,IMPORTÀNCIA,,,,,,,,,,,,
584,584,IMPORTAR,,,,,,,,,,,,
585,585,IMPOSSIBLE,,,,,,,,,,,,
586,586,INFLAR-SE,,,,,,,,,,,,
587,587,INTEL·LIGENT,,,,,,,,,,,,
588,588,INTERESSANT,,,,,,,,,,,,
589,589,INTERESSAR,,,,,,,,,,,,
590,590,INTERÈS,,,,,,,,,,,,
591,591,BUDELL,,,,,,,,,,,,
592,592,CONVIDAR,,,,,,,,,,,,
593,593,ANAR,,,,,,,,,,,,
594,594,ILLA,,,,,,,,,,,,
595,595,ITALIÀ,,,,,,,,,,,,
596,596,JA,,,,,,,,,,,,
597,597,ESTIRAT,,,,,,,,,,,,
598,598,JAQUETA,,,,,,,,,,,,
599,599,PERNIL,,,,,,,,,,,,
600,600,JARDÍ,,,,,,,,,,,,
601,601,LLENÇAR,,,,,,,,,,,,
602,602,GENER,,,,,,,,,,,,
603,603,JOAN,,,,,,,,,,,,
604,604,JUGAR,,,,,,,,,,,,
605,605,JOC,,,,,,,,,,,,
606,606,JOGUINA,,,,,,,,,,,,
607,607,JOSEP,,,,,,,,,,,,
608,608,AVALL,,,,,,,,,,,,
609,609,JOVE,,,,,,,,,,,,
610,610,NOI,,,,,,,,,,,,
611,611,MOIA,,,,,,,,,,,,
612,612,NOIA,,,,,,,,,,,,
613,613,NOI,,,,,,,,,,,,
614,614,DIJOUS,,,,,,,,,,,,
615,615,JULIOL,,,,,,,,,,,,
616,616,AJUNTAR,,,,,,,,,,,,
617,617,JUNY,,,,,,,,,,,,
618,618,JUSTÍCIA,,,,,,,,,,,,
619,619,QUILO,,,,,,,,,,,,
620,620,QUILÒMETRE,,,,,,,,,,,,
621,621,LLAVI,,,,,,,,,,,,
622,622,LLAC,,,,,,,,,,,,
623,623,LLET,,,,,,,,,,,,
624,624,ENCIAM,,,,,,,,,,,,
625,625,LLUM,,,,,,,,,,,,
626,626,LLANA,,,,,,,,,,,,
627,627,TIRAR,,,,,,,,,,,,
