id,sem,lem,cer,cg,flex,pron,orto,etim,varia,def,sinta,ex,comp,not
205,205,CIREAŞĂ,,,,,,,,,,,,
206,206,CERT,,,,,,,,,,,,
207,207,BERE,,,,,,,,,,,,
208,208,CHITARĂ,,,,,,,,,,,,
209,209,ŢIGARĂ,,,,,,,,,,,,
210,210,CINEMA,,,,,,,,,,,,
211,211,CINCIZECI,,,,,,,,,,,,
212,212,CINCI,,,,,,,,,,,,
213,213,CIOCOLATĂ,,,,,,,,,,,,
214,214,ORAŞ,,,,,,,,,,,,
215,215,CHEMA,,,,,,,,,,,,
216,216,NUMI,,,,,,,,,,,,
217,217,CLAR,,,,,,,,,,,,
218,218,CLASĂ,,,,,,,,,,,,
219,219,ÎNCHIDE,,,,,,,,,,,,
220,220,ÎNCHIS,,,,,,,,,,,,
221,221,CHEIE,,,,,,,,,,,,
222,222,CUI,,,,,,,,,,,,
223,223,CLIMĂ,,,,,,,,,,,,
224,224,BUCĂTĂRIE,,,,,,,,,,,,
225,225,NUME DE FAMILIE,,,,,,,,,,,,
226,226,APUCA,,,,,,,,,,,,
227,227,ACOLO,,,,,,,,,,,,
228,228,LINGURĂ,,,,,,,,,,,,
229,229,GÂT,,,,,,,,,,,,
230,230,CULCA,,,,,,,,,,,,
231,231,PORUMBEL,,,,,,,,,,,,
232,232,CULOARE,,,,,,,,,,,,
233,233,LOVI,,,,,,,,,,,,
234,234,LOVITURĂ,,,,,,,,,,,,
235,235,CUŢIT,,,,,,,,,,,,
236,236,ÎNCEPE,,,,,,,,,,,,
237,237,ZMEU DE HÂRTIE,,,,,,,,,,,,
238,238,CA,,,,,,,,,,,,
239,239,CA ŞI,,,,,,,,,,,,
240,240,CAMARAD,,,,,,,,,,,,
241,241,MILĂ,,,,,,,,,,,,
242,242,ÎNDEPLINI,,,,,,,,,,,,
243,243,COMPLETA,,,,,,,,,,,,
244,244,CUMPĂRA,,,,,,,,,,,,
245,245,ÎNŢELEGE,,,,,,,,,,,,
246,246,CU,,,,,,,,,,,,
247,247,CONDUCE,,,,,,,,,,,,
248,248,IEPURE DE CASĂ,,,,,,,,,,,,
249,249,CUNOAŞTE,,,,,,,,,,,,
250,250,OBŢINE,,,,,,,,,,,,
251,251,CONSERVA,,,,,,,,,,,,
252,252,CONSIDERA,,,,,,,,,,,,
253,253,CONSTRUI,,,,,,,,,,,,
254,254,NUMĂRA,,,,,,,,,,,,
255,255,MULŢUMIT,,,,,,,,,,,,
256,256,CONTINUA,,,,,,,,,,,,
257,257,POVESTE,,,,,,,,,,,,
258,258,SOCOTEALĂ,,,,,,,,,,,,
259,259,CONTRA,,,,,,,,,,,,
260,260,CONVENI,,,,,,,,,,,,
261,261,INIMĂ,,,,,,,,,,,,
262,262,CORN,,,,,,,,,,,,
263,263,CORP,,,,,,,,,,,,
264,264,CORECT,,,,,,,,,,,,
265,265,ALERGA,,,,,,,,,,,,
266,266,CURSĂ,,,,,,,,,,,,
267,267,CURS,,,,,,,,,,,,
268,268,CURS,,,,,,,,,,,,
269,269,CURTE INTERIOARĂ,,,,,,,,,,,,
270,270,SCURT,,,,,,,,,,,,
271,271,CRAVATĂ,,,,,,,,,,,,
272,272,COASE,,,,,,,,,,,,
273,273,AŞA,,,,,,,,,,,,
274,274,VARĂ,,,,,,,,,,,,
275,275,VĂR,,,,,,,,,,,,
276,276,ŢĂRM,,,,,,,,,,,,
277,277,OBICEI,,,,,,,,,,,,
278,278,COT,,,,,,,,,,,,
279,279,CREDE,,,,,,,,,,,,
280,280,CREŞTE,,,,,,,,,,,,
281,281,ÎNCRUCIŞA,,,,,,,,,,,,
282,282,ACEL LUCRU,,,,,,,,,,,,
283,283,ACEL,,,,,,,,,,,,
284,284,ACELA,,,,,,,,,,,,
285,285,ACESTA,,,,,,,,,,,,
286,286,ACEST,,,,,,,,,,,,
287,287,ACESTA,,,,,,,,,,,,
288,288,LUCRUL ACESTA,,,,,,,,,,,,
289,289,ACEST,,,,,,,,,,,,
290,290,ACESTA,,,,,,,,,,,,
291,291,ACI,,,,,,,,,,,,
292,292,CĂRUI,,,,,,,,,,,,
293,293,GRIJĂ,,,,,,,,,,,,
294,294,ÎNGRIJI,,,,,,,,,,,,
295,295,,,,,,,,,,,,,
296,296,DA,,,,,,,,,,,,
297,297,DATĂ,,,,,,,,,,,,
298,298,LUI,,,,,,,,,,,,
299,299,DE,,,,,,,,,,,,
300,300,DEVREME,,,,,,,,,,,,
301,301,,,,,,,,,,,,,
302,302,AFARĂ DE,,,,,,,,,,,,
303,303,DEZBATERE,,,,,,,,,,,,
304,304,DEZBATE,,,,,,,,,,,,
305,305,ZECE,,,,,,,,,,,,
306,306,DECEMBRIE,,,,,,,,,,,,
307,307,NOUĂSPREZECE,,,,,,,,,,,,
308,308,OPTSPREZECE,,,,,,,,,,,,
309,309,ŞAPTESPREZECE,,,,,,,,,,,,
310,310,DECIDE,,,,,,,,,,,,
311,311,ZECELEA,,,,,,,,,,,,
312,312,UNSPREZECELEA,,,,,,,,,,,,
313,313,DEGET,,,,,,,,,,,,
314,314,ÎNTREBARE,,,,,,,,,,,,
315,315,ÎNTREBA,,,,,,,,,,,,
316,316,BANI,,,,,,,,,,,,
317,317,DINTE,,,,,,,,,,,,
318,318,DENTIST,,,,,,,,,,,,
319,319,DEZGOLI,,,,,,,,,,,,
320,320,DEMNEZEU,,,,,,,,,,,,
321,321,POIMÂINE,,,,,,,,,,,,
322,322,GRABĂ,,,,,,,,,,,,
323,323,DREAPTĂ,,,,,,,,,,,,
324,324,DREAPT,,,,,,,,,,,,
325,325,DREPT,,,,,,,,,,,,
326,326,DINSPRE,,,,,,,,,,,,
327,327,TOCIT,,,,,,,,,,,,
328,328,DESENA,,,,,,,,,,,,
329,329,ÎNDATĂ,,,,,,,,,,,,
330,330,DORI,,,,,,,,,,,,
331,331,LUA MICUL DEJUN,,,,,,,,,,,,
332,332,MICUL DEJUN,,,,,,,,,,,,
333,333,CHELTUI,,,,,,,,,,,,
334,334,DATORA,,,,,,,,,,,,
335,335,ZI,,,,,,,,,,,,
336,336,ZI,,,,,,,,,,,,
337,337,ZIAR,,,,,,,,,,,,
338,338,ZICE,,,,,,,,,,,,
339,339,DIFERENŢĂ,,,,,,,,,,,,
340,340,DIFICIL,,,,,,,,,,,,
341,341,DIRIJA,,,,,,,,,,,,
342,342,DISC,,,,,,,,,,,,
343,343,DIFERIT,,,,,,,,,,,,
344,344,DISTRA,,,,,,,,,,,,
345,345,DIVIZA,,,,,,,,,,,,
346,346,DUŞ,,,,,,,,,,,,
347,347,DUZINĂ,,,,,,,,,,,,
348,348,DOCTOR,,,,,,,,,,,,
349,349,DOISPREZECE,,,,,,,,,,,,
350,350,DULCE,,,,,,,,,,,,
351,351,DUREA,,,,,,,,,,,,
352,352,DURERE,,,,,,,,,,,,
353,353,DUMINICĂ,,,,,,,,,,,,
354,354,DAR,,,,,,,,,,,,
355,355,ACEEA,,,,,,,,,,,,
356,356,DOI,,,,,,,,,,,,
357,357,DOUĂ SUTE,,,,,,,,,,,,
358,358,DUBLU,,,,,,,,,,,,
359,359,DORMI,,,,,,,,,,,,
360,360,DORMITOR,,,,,,,,,,,,
361,361,SPATE,,,,,,,,,,,,
362,362,ÎNDOIALĂ,,,,,,,,,,,,
363,363,TIMPUL,,,,,,,,,,,,
364,364,DURA,,,,,,,,,,,,
365,365,DUR,,,,,,,,,,,,
366,366,BISERICĂ,,,,,,,,,,,,
367,367,EFECT,,,,,,,,,,,,
368,368,ELECTRIC,,,,,,,,,,,,
369,369,ELEFANT,,,,,,,,,,,,
370,370,ALEGE,,,,,,,,,,,,
371,371,ELENA,,,,,,,,,,,,
372,372,EA,,,,,,,,,,,,
373,373,ELE,,,,,,,,,,,,
374,374,ACEL LUCRU,,,,,,,,,,,,
375,375,EL,,,,,,,,,,,,
376,376,EI,,,,,,,,,,,,
377,377,ÎMPINGE,,,,,,,,,,,,
378,378,UMPLE,,,,,,,,,,,,
379,379,LUA,,,,,,,,,,,,
380,380,ÎN,,,,,,,,,,,,
381,381,NICIDECUM,,,,,,,,,,,,
382,382,ÎNCASA,,,,,,,,,,,,
383,383,ÎNTÂLNI,,,,,,,,,,,,
384,384,ÎNTÂLNIRE,,,,,,,,,,,,
385,385,COPILĂ,,,,,,,,,,,,
386,386,COPIL,,,,,,,,,,,,
387,387,COPII,,,,,,,,,,,,
388,388,MULŢUMI,,,,,,,,,,,,
389,389,ÎNVĂŢA,,,,,,,,,,,,
390,390,ÎNTREG,,,,,,,,,,,,
391,391,ÎNŢELEGE,,,,,,,,,,,,
392,392,INTRA,,,,,,,,,,,,
393,393,INTRARE,,,,,,,,,,,,
394,394,ÎNTRE,,,,,,,,,,,,
395,395,SANDVIŞ,,,,,,,,,,,,
396,396,ÎNĂUNTRU,,,,,,,,,,,,
397,397,EU,,,,,,,,,,,,
398,398,EGAL,,,,,,,,,,,,
399,399,ÎNŞELA,,,,,,,,,,,,
400,400,ZGÂRIA,,,,,,,,,,,,
401,401,SCARĂ,,,,,,,,,,,,
402,402,SCARĂ PORTATIVĂ,,,,,,,,,,,,
403,403,ŞCOALĂ,,,,,,,,,,,,
404,404,MĂTURĂ,,,,,,,,,,,,
405,405,SCOARŢĂ,,,,,,,,,,,,
406,406,SCRIE,,,,,,,,,,,,
407,407,OGLINDĂ,,,,,,,,,,,,
408,408,AŞTEPTA,,,,,,,,,,,,
409,409,,,,,,,,,,,,,
410,410,SPIRIT,,,,,,,,,,,,
411,411,BURETE,,,,,,,,,,,,
412,412,MURDAR,,,,,,,,,,,,
413,413,SPORT,,,,,,,,,,,,
414,414,SOŢIE,,,,,,,,,,,,
415,415,SOŢ,,,,,,,,,,,,
416,416,SCUIPA,,,,,,,,,,,,
417,417,FI,,,,,,,,,,,,
418,418,TREBUI SĂ,,,,,,,,,,,,
419,419,PICIOARE,,,,,,,,,,,,
420,420,STA,,,,,,,,,,,,
421,421,GĂSI,,,,,,,,,,,,
422,422,VARĂ,,,,,,,,,,,,
423,423,STARE,,,,,,,,,,,,
424,424,ANOTIMP,,,,,,,,,,,,
425,425,EST,,,,,,,,,,,,
426,426,STEA,,,,,,,,,,,,
427,427,PROST,,,,,,,,,,,,
428,428,STOMAC,,,,,,,,,,,,
429,429,STRĂIN,,,,,,,,,,,,
430,430,STRÂMT,,,,,,,,,,,,
431,431,STRÂNGE,,,,,,,,,,,,
432,432,ZGOMOT,,,,,,,,,,,,
433,433,EXTRAORDINAR,,,,,,,,,,,,
434,434,DEŞTEPTA,,,,,,,,,,,,
435,435,ŞI,,,,,,,,,,,,
436,436,ETATE,,,,,,,,,,,,
437,437,SĂPA,,,,,,,,,,,,
438,438,EXCELENT,,,,,,,,,,,,
439,439,EXCURSIE,,,,,,,,,,,,
440,440,EXEMPLU,,,,,,,,,,,,
441,441,IEŞI,,,,,,,,,,,,
442,442,IEŞIRE,,,,,,,,,,,,
443,443,EXPLICA,,,,,,,,,,,,
444,444,STOARCE,,,,,,,,,,,,
445,445,EXISTA,,,,,,,,,,,,
446,446,ȘTERGE,,,,,,,,,,,,
447,447,STINGE,,,,,,,,,,,,
448,448,SCOATE,,,,,,,,,,,,
449,449,PROSOP,,,,,,,,,,,,
450,450,FABRICĂ,,,,,,,,,,,,
451,451,FAŢĂ,,,,,,,,,,,,
452,452,FACE,,,,,,,,,,,,
453,453,LUMINA,,,,,,,,,,,,
454,454,ÎNNOPTA,,,,,,,,,,,,
455,455,UŞOR,,,,,,,,,,,,
456,456,FAPT,,,,,,,,,,,,
457,457,0,,,,,,,,,,,,
458,458,FOAME,,,,,,,,,,,,
459,459,FAMILIE,,,,,,,,,,,,
460,460,FANTASTIC,,,,,,,,,,,,
461,461,FAMACIE,,,,,,,,,,,,
462,462,OBOSIT,,,,,,,,,,,,
463,463,FEBRUARIE,,,,,,,,,,,,
464,464,FICAT,,,,,,,,,,,,
465,465,URÂT,,,,,,,,,,,,
466,466,FERICIT,,,,,,,,,,,,
467,467,FEMEIE,,,,,,,,,,,,
468,468,FEMININ,,,,,,,,,,,,
469,469,FEREASTRĂ,,,,,,,,,,,,
470,470,FIER,,,,,,,,,,,,
471,471,SĂRBĂTOARE,,,,,,,,,,,,
472,472,FIGURĂ,,,,,,,,,,,,
473,473,FIICĂ,,,,,,,,,,,,
474,474,FIU,,,,,,,,,,,,
475,475,FIR,,,,,,,,,,,,
476,476,FINAL,,,,,,,,,,,,
477,477,SFÂRŞIT,,,,,,,,,,,,
478,478,FÂNĂ,,,,,,,,,,,,
479,479,WEEK-END,,,,,,,,,,,,
480,480,SFÂRŞI,,,,,,,,,,,,
481,481,SUBŢIRE,,,,,,,,,,,,
482,482,SĂGEATĂ,,,,,,,,,,,,
483,483,FLOARE,,,,,,,,,,,,
484,484,PLUTI,,,,,,,,,,,,
485,485,CURGE,,,,,,,,,,,,
486,486,RÂU,,,,,,,,,,,,
487,487,ŞEMINEU,,,,,,,,,,,,
488,488,FOC,,,,,,,,,,,,
489,489,FRUNZĂ,,,,,,,,,,,,
490,490,COALĂ,,,,,,,,,,,,
491,491,FUND,,,,,,,,,,,,
492,492,FÂNTÂNĂ,,,,,,,,,,,,
493,493,IZVOR,,,,,,,,,,,,
494,494,AFARĂ,,,,,,,,,,,,
495,495,FURCULIŢĂ,,,,,,,,,,,,
496,496,FOARFECE,,,,,,,,,,,,
497,497,FORMĂ,,,,,,,,,,,,
498,498,FRUMOS,,,,,,,,,,,,
499,499,CUPTOR,,,,,,,,,,,,
500,500,FORSE,,,,,,,,,,,,
501,501,PUTERNIC,,,,,,,,,,,,
502,502,FORŢĂ,,,,,,,,,,,,
503,503,NOROC,,,,,,,,,,,,
504,504,CHIBRIT,,,,,,,,,,,,
505,505,FOTOGRAFIE,,,,,,,,,,,,
506,506,FRANCEZĂ,,,,,,,,,,,,
507,507,FRATE,,,,,,,,,,,,
508,508,FRECA,,,,,,,,,,,,
509,509,FRIG,,,,,,,,,,,,
510,510,RECE,,,,,,,,,,,,
511,511,ADESEA,,,,,,,,,,,,
512,512,RĂCOROS,,,,,,,,,,,,
513,513,GRÂU,,,,,,,,,,,,
514,514,FRUNTE,,,,,,,,,,,,
515,515,FAŢĂ,,,,,,,,,,,,
516,516,FRUCT,,,,,,,,,,,,
517,517,FUM,,,,,,,,,,,,
518,518,TRÂNGHIE,,,,,,,,,,,,
519,519,BĂŢ,,,,,,,,,,,,
520,520,FOTBAL,,,,,,,,,,,,
521,521,VIITOR,,,,,,,,,,,,
522,522,GALBEN,,,,,,,,,,,,
523,523,GĂINĂ,,,,,,,,,,,,
524,524,COCOŞ,,,,,,,,,,,,
525,525,GARAJ,,,,,,,,,,,,
526,526,GAZ,,,,,,,,,,,,
527,527,BENZINĂ,,,,,,,,,,,,
528,528,ÎNGHEȚA,,,,,,,,,,,,
529,529,ÎNGHEŢATĂ,,,,,,,,,,,,
530,530,GENERAL,,,,,,,,,,,,
531,531,GENERE,,,,,,,,,,,,
532,532,GENUNCHI,,,,,,,,,,,,
533,533,OAMENI,,,,,,,,,,,,
534,534,GIMNASTICĂ,,,,,,,,,,,,
535,535,GIRAFĂ,,,,,,,,,,,,
536,536,ÎNTOARCE,,,,,,,,,,,,
537,537,GHEAŢĂ,,,,,,,,,,,,
538,538,GUMĂ,,,,,,,,,,,,
539,539,GUST,,,,,,,,,,,,
540,540,PICĂTURĂ,,,,,,,,,,,,
541,541,GUVERN,,,,,,,,,,,,
542,542,GRAD,,,,,,,,,,,,
543,543,GRAD,,,,,,,,,,,,
544,544,MARE,,,,,,,,,,,,
545,545,GRĂSIME,,,,,,,,,,,,
546,546,GRAŢIE,,,,,,,,,,,,
547,547,MULŢUMESC,,,,,,,,,,,,
548,548,SCĂRPINA,,,,,,,,,,,,
549,549,CENUŞIU,,,,,,,,,,,,
550,550,GRAS,,,,,,,,,,,,
551,551,GRUP,,,,,,,,,,,,
552,552,CÂŞTIGA,,,,,,,,,,,,
553,553,MĂNUŞĂ,,,,,,,,,,,,
554,554,PĂZI,,,,,,,,,,,,
555,555,RĂZBOI,,,,,,,,,,,,
556,556,AVEA,,,,,,,,,,,,
557,557,AVEA,,,,,,,,,,,,
558,558,AVEA SĂ,,,,,,,,,,,,
559,559,FI,,,,,,,,,,,,
560,560,ELICOPTER,,,,,,,,,,,,
561,561,IARBĂ,,,,,,,,,,,,
562,562,IERI,,,,,,,,,,,,
563,563,ASEARĂ,,,,,,,,,,,,
564,564,,,,,,,,,,,,,
565,565,ISTORIE,,,,,,,,,,,,
566,566,IARNĂ,,,,,,,,,,,,
567,567,AZI,,,,,,,,,,,,
568,568,OM,,,,,,,,,,,,
569,569,BĂRBAT,,,,,,,,,,,,
570,570,UMĂR,,,,,,,,,,,,
571,571,ONOARE,,,,,,,,,,,,
572,572,ORĂ,,,,,,,,,,,,
573,573,CEAS,,,,,,,,,,,,
574,574,CEAS,,,,,,,,,,,,
575,575,LIVADĂ,,,,,,,,,,,,
576,576,SPITAL,,,,,,,,,,,,
577,577,HOTEL,,,,,,,,,,,,
578,578,OMENESC,,,,,,,,,,,,
579,579,UMED,,,,,,,,,,,,
580,580,IDEE,,,,,,,,,,,,
581,581,FÂŞ,,,,,,,,,,,,
582,582,IMPORTANT,,,,,,,,,,,,
583,583,IMPORTANŢĂ,,,,,,,,,,,,
584,584,IMPORTA,,,,,,,,,,,,
585,585,IMPOSIBIL,,,,,,,,,,,,
586,586,UMFLA,,,,,,,,,,,,
587,587,INTELIGENT,,,,,,,,,,,,
588,588,INTERESANT,,,,,,,,,,,,
589,589,INTERESA,,,,,,,,,,,,
590,590,INTERES,,,,,,,,,,,,
591,591,BURTĂ,,,,,,,,,,,,
592,592,INVITA,,,,,,,,,,,,
593,593,MERGE,,,,,,,,,,,,
594,594,INSULĂ,,,,,,,,,,,,
595,595,ITALIANĂ,,,,,,,,,,,,
596,596,DEJA,,,,,,,,,,,,
597,597,ZĂCEA,,,,,,,,,,,,
598,598,SACOU,,,,,,,,,,,,
599,599,ŞUNCĂ,,,,,,,,,,,,
600,600,GRĂDINĂ,,,,,,,,,,,,
601,601,ARUNCA,,,,,,,,,,,,
602,602,IANUARIE,,,,,,,,,,,,
603,603,ION,,,,,,,,,,,,
604,604,JUCA,,,,,,,,,,,,
605,605,JOC,,,,,,,,,,,,
606,606,JUCĂRIE,,,,,,,,,,,,
607,607,IOSIF,,,,,,,,,,,,
608,608,JOS,,,,,,,,,,,,
609,609,TÂNĂR,,,,,,,,,,,,
610,610,BĂIAT,,,,,,,,,,,,
611,611,FATĂ,,,,,,,,,,,,
