id,sem,lem,cer,cg,flex,pron,orto,etim,varia,def,sinta,ex,comp,not
88,88,UDIRE,,,,,,,,,,,,
89,89,UDITO,,,,,,,,,,,,
90,90,ORECCHIO,,,,,,,,,,,,
91,91,ORO,,,,,,,,,,,,
92,92,O,,,,,,,,,,,,
93,93,AUTOBUS,,,,,,,,,,,,
94,94,AUTUNNO,,,,,,,,,,,,
95,95,AUTOMOBILE,,,,,,,,,,,,
96,96,NONNA,,,,,,,,,,,,
97,97,NONNO,,,,,,,,,,,,
98,98,BALCONE,,,,,,,,,,,,
99,99,BALLARE,,,,,,,,,,,,
100,100,PALLONE,,,,,,,,,,,,
101,101,PALLONE,,,,,,,,,,,,
102,102,BANANA,,,,,,,,,,,,
103,103,BANCA,,,,,,,,,,,,
104,104,PANCA,,,,,,,,,,,,
105,105,FARE IL BAGNO,,,,,,,,,,,,
106,106,BAGNO,,,,,,,,,,,,
107,107,BARBA,,,,,,,,,,,,
108,108,BARCA,,,,,,,,,,,,
109,109,BAR,,,,,,,,,,,,
110,110,PALLACANESTRO,,,,,,,,,,,,
111,111,SCENDERE,,,,,,,,,,,,
112,112,ABBASSARE,,,,,,,,,,,,
113,113,BASSO,,,,,,,,,,,,
114,114,SOTTO,,,,,,,,,,,,
115,115,BASTARE,,,,,,,,,,,,
116,116,BEBÈ,,,,,,,,,,,,
117,117,ALTALENA,,,,,,,,,,,,
118,118,CARINO,,,,,,,,,,,,
119,119,BENE,,,,,,,,,,,,
120,120,BERRETTO,,,,,,,,,,,,
121,121,BERE,,,,,,,,,,,,
122,122,BIBLIOTECA,,,,,,,,,,,,
123,123,BICICLETTA,,,,,,,,,,,,
124,124,BANCONOTA,,,,,,,,,,,,
125,125,BISCOTTO,,,,,,,,,,,,
126,126,BIANCO,,,,,,,,,,,,
127,127,AZZURRO,,,,,,,,,,,,
128,128,BLUSA,,,,,,,,,,,,
129,129,BOCCA,,,,,,,,,,,,
130,130,BUONO,,,,,,,,,,,,
131,131,MERCATO,,,,,,,,,,,,
132,132,BORSETTA,,,,,,,,,,,,
133,133,BORSA,,,,,,,,,,,,
134,134,STIVALE,,,,,,,,,,,,
135,135,BOTTIGLIA,,,,,,,,,,,,
136,136,BOTTONE,,,,,,,,,,,,
137,137,BRACCIO,,,,,,,,,,,,
138,138,SPAZZOLA,,,,,,,,,,,,
139,139,BURRO,,,,,,,,,,,,
140,140,GABBIA,,,,,,,,,,,,
141,141,CACARE,,,,,,,,,,,,
142,142,CADERE,,,,,,,,,,,,
143,143,CAFFÈ,,,,,,,,,,,,
144,144,CALZINO,,,,,,,,,,,,
145,145,CALZA,,,,,,,,,,,,
146,146,SCARPA,,,,,,,,,,,,
147,147,CALDO,,,,,,,,,,,,
148,148,CALENDARIO,,,,,,,,,,,,
149,149,CALDO,,,,,,,,,,,,
150,150,CALORE,,,,,,,,,,,,
151,151,GAMBA,,,,,,,,,,,,
152,152,CAMBIARE,,,,,,,,,,,,
153,153,SCAMBIO,,,,,,,,,,,,
154,154,CAMERA,,,,,,,,,,,,
155,155,STANZA DE BAGNO,,,,,,,,,,,,
156,156,LAVABO,,,,,,,,,,,,
157,157,CAMINO,,,,,,,,,,,,
158,158,AUTOCARRO,,,,,,,,,,,,
159,159,CAMICIA,,,,,,,,,,,,
160,160,STRADA,,,,,,,,,,,,
161,161,CAMPANELLO,,,,,,,,,,,,
162,162,CAMPO,,,,,,,,,,,,
163,163,CANDELA,,,,,,,,,,,,
164,164,CANE,,,,,,,,,,,,
165,165,CAGNA,,,,,,,,,,,,
166,166,CANTARE,,,,,,,,,,,,
167,167,CANZONE,,,,,,,,,,,,
168,168,CAPACE,,,,,,,,,,,,
169,169,CAPELLO,,,,,,,,,,,,
170,170,STARCI,,,,,,,,,,,,
171,171,TESTA,,,,,,,,,,,,
172,172,CAPO,,,,,,,,,,,,
173,173,CAPPELLO,,,,,,,,,,,,
174,174,CAPRA,,,,,,,,,,,,
175,175,CARATTERE,,,,,,,,,,,,
176,176,CARNE,,,,,,,,,,,,
177,177,CARO,,,,,,,,,,,,
178,178,CARTA,,,,,,,,,,,,
179,179,MUNICIPIO,,,,,,,,,,,,
180,180,CASA,,,,,,,,,,,,
181,181,FORMAGGIO,,,,,,,,,,,,
182,182,CASO,,,,,,,,,,,,
183,183,SCATOLA,,,,,,,,,,,,
184,184,CASSETTO,,,,,,,,,,,,
185,185,SPAGNOLO,,,,,,,,,,,,
186,186,CASTELLO,,,,,,,,,,,,
187,187,OGNI,,,,,,,,,,,,
188,188,CATALANO,,,,,,,,,,,,
189,189,GATTO,,,,,,,,,,,,
190,190,CACCIARE,,,,,,,,,,,,
191,191,CODA,,,,,,,,,,,,
192,192,COSA,,,,,,,,,,,,
193,193,CAUSA,,,,,,,,,,,,
194,194,CAVALLO,,,,,,,,,,,,
195,195,SCAVARE,,,,,,,,,,,,
196,196,GROTTA,,,,,,,,,,,,
197,197,CIECO,,,,,,,,,,,,
198,198,CIELO,,,,,,,,,,,,
199,199,CENA,,,,,,,,,,,,
200,200,CENARE,,,,,,,,,,,,
201,201,CENERE,,,,,,,,,,,,
202,202,CENTO,,,,,,,,,,,,
203,203,CENTRO,,,,,,,,,,,,
204,204,CERCARE,,,,,,,,,,,,
205,205,CILIEGIA,,,,,,,,,,,,
206,206,CERTO,,,,,,,,,,,,
207,207,BIRRA,,,,,,,,,,,,
208,208,CHITARRA,,,,,,,,,,,,
209,209,SIGARETTA,,,,,,,,,,,,
210,210,CINEMA,,,,,,,,,,,,
211,211,CINQUANTA,,,,,,,,,,,,
212,212,CINQUE,,,,,,,,,,,,
213,213,CIOCCOLATO,,,,,,,,,,,,
214,214,CITTÀ,,,,,,,,,,,,
215,215,CHIAMARE,,,,,,,,,,,,
216,216,CHIAMARSI,,,,,,,,,,,,
217,217,CHIARO,,,,,,,,,,,,
218,218,CLASSE,,,,,,,,,,,,
219,219,CHIUDERE,,,,,,,,,,,,
220,220,CHIUSO,,,,,,,,,,,,
221,221,CHIAVE,,,,,,,,,,,,
222,222,CHIODO,,,,,,,,,,,,
223,223,CLIMA,,,,,,,,,,,,
224,224,CUCINA,,,,,,,,,,,,
225,225,COGNOME,,,,,,,,,,,,
226,226,PRENDERE,,,,,,,,,,,,
227,227,LÀ,,,,,,,,,,,,
228,228,CUCCHIAIO,,,,,,,,,,,,
229,229,COLLO,,,,,,,,,,,,
230,230,CORICARSI,,,,,,,,,,,,
231,231,PICCIONE,,,,,,,,,,,,
232,232,COLORE,,,,,,,,,,,,
233,233,COLPIRE,,,,,,,,,,,,
234,234,COLPO,,,,,,,,,,,,
235,235,COLTELLO,,,,,,,,,,,,
236,236,COMINCIARE,,,,,,,,,,,,
237,237,AQUILONE,,,,,,,,,,,,
238,238,COME,,,,,,,,,,,,
239,239,COME,,,,,,,,,,,,
240,240,COMPAGNO,,,,,,,,,,,,
241,241,PIETÀ,,,,,,,,,,,,
242,242,COMPIERE,,,,,,,,,,,,
243,243,COMPLETARE,,,,,,,,,,,,
244,244,COMPRARE,,,,,,,,,,,,
245,245,CAPIRE,,,,,,,,,,,,
246,246,CON,,,,,,,,,,,,
247,247,CONDURRE,,,,,,,,,,,,
248,248,CONIGLIO,,,,,,,,,,,,
249,249,CONOSCERE,,,,,,,,,,,,
250,250,CONSEGUIRE,,,,,,,,,,,,
251,251,CONSERVARE,,,,,,,,,,,,
252,252,CONSIDERARE,,,,,,,,,,,,
253,253,COSTRUIRE,,,,,,,,,,,,
254,254,CONTARE,,,,,,,,,,,,
255,255,CONTENTO,,,,,,,,,,,,
256,256,CONTINUARE,,,,,,,,,,,,
257,257,RACCONTO,,,,,,,,,,,,
258,258,CONTO,,,,,,,,,,,,
259,259,CONTRO,,,,,,,,,,,,
260,260,CONVENIRE,,,,,,,,,,,,
261,261,CUORE,,,,,,,,,,,,
262,262,CORNO,,,,,,,,,,,,
263,263,CORPO,,,,,,,,,,,,
264,264,CORRETTO,,,,,,,,,,,,
265,265,CORRERE,,,,,,,,,,,,
266,266,CORSA,,,,,,,,,,,,
267,267,CORSO,,,,,,,,,,,,
268,268,CORSO,,,,,,,,,,,,
269,269,CORTILE,,,,,,,,,,,,
270,270,CORTO,,,,,,,,,,,,
271,271,CRAVATTA,,,,,,,,,,,,
272,272,CUCIRE,,,,,,,,,,,,
273,273,COSÌ,,,,,,,,,,,,
274,274,CUGINA,,,,,,,,,,,,
275,275,CUGINO,,,,,,,,,,,,
276,276,COSTA,,,,,,,,,,,,
277,277,ABITUDINE,,,,,,,,,,,,
278,278,GOMITO,,,,,,,,,,,,
279,279,CREDERE,,,,,,,,,,,,
280,280,CRESCERE,,,,,,,,,,,,
281,281,INCROCIARE,,,,,,,,,,,,
282,282,QUELLO,,,,,,,,,,,,
283,283,QUELLO,,,,,,,,,,,,
284,284,QUELLO,,,,,,,,,,,,
285,285,CIÒ N,,,,,,,,,,,,
286,286,QUELLO,,,,,,,,,,,,
287,287,QUELLO,,,,,,,,,,,,
288,288,CIÒ N,,,,,,,,,,,,
289,289,QUESTO,,,,,,,,,,,,
290,290,QUESTO,,,,,,,,,,,,
291,291,QUI,,,,,,,,,,,,
292,292,QUALE,,,,,,,,,,,,
293,293,CURA,,,,,,,,,,,,
294,294,BADARE A,,,,,,,,,,,,
295,295,DAL,,,,,,,,,,,,
296,296,DARE,,,,,,,,,,,,
297,297,DATA,,,,,,,,,,,,
298,298,DI,,,,,,,,,,,,
299,299,DI,,,,,,,,,,,,
300,300,PRESTO,,,,,,,,,,,,
301,301,DEL,,,,,,,,,,,,
302,302,INOLTRE,,,,,,,,,,,,
303,303,DIBATTIMENTO,,,,,,,,,,,,
304,304,DIBATTERE,,,,,,,,,,,,
305,305,DIECI,,,,,,,,,,,,
306,306,DICEMBRE,,,,,,,,,,,,
307,307,DICIANNOVE,,,,,,,,,,,,
308,308,DICIOTTO,,,,,,,,,,,,
309,309,DICIASSETTE,,,,,,,,,,,,
310,310,DECIDERE,,,,,,,,,,,,
311,311,DECIMO,,,,,,,,,,,,
312,312,UNDICESIMO,,,,,,,,,,,,
313,313,DITO,,,,,,,,,,,,
314,314,DOMANDA,,,,,,,,,,,,
315,315,DOMANDARE,,,,,,,,,,,,
316,316,DENARO,,,,,,,,,,,,
317,317,DENTE,,,,,,,,,,,,
318,318,DENTISTA,,,,,,,,,,,,
319,319,SPOGLIARSI,,,,,,,,,,,,
320,320,DIO,,,,,,,,,,,,
321,321,DOPODOMANI,,,,,,,,,,,,
322,322,IN FRETTA,,,,,,,,,,,,
323,323,DESTRA,,,,,,,,,,,,
324,324,DESTRO,,,,,,,,,,,,
325,325,DIRITTO,,,,,,,,,,,,
326,326,DA,,,,,,,,,,,,
327,327,SMUSSATO,,,,,,,,,,,,
328,328,DISEGNARE,,,,,,,,,,,,
329,329,SUBITO,,,,,,,,,,,,
330,330,DESIDERARE,,,,,,,,,,,,
331,331,FARE LA PRIMA COLAZIONE,,,,,,,,,,,,
332,332,PRIMA COLAZIONE,,,,,,,,,,,,
333,333,SPENDERE,,,,,,,,,,,,
334,334,DOVERE,,,,,,,,,,,,
335,335,GIORNO,,,,,,,,,,,,
336,336,GIORNO,,,,,,,,,,,,
337,337,GIORNALE,,,,,,,,,,,,
338,338,DIRE,,,,,,,,,,,,
339,339,DIFFERENZA,,,,,,,,,,,,
340,340,DIFFICILE,,,,,,,,,,,,
341,341,DIRIGERE,,,,,,,,,,,,
342,342,DISCO,,,,,,,,,,,,
343,343,DIVERSO,,,,,,,,,,,,
344,344,DIVERTIRSI,,,,,,,,,,,,
345,345,DIVIDERE,,,,,,,,,,,,
346,346,DOCCIA,,,,,,,,,,,,
347,347,DOZZINA,,,,,,,,,,,,
348,348,DOTTORE,,,,,,,,,,,,
349,349,DODICI,,,,,,,,,,,,
350,350,DOLCE,,,,,,,,,,,,
351,351,MALE,,,,,,,,,,,,
352,352,DOLORE,,,,,,,,,,,,
353,353,DOMENICA,,,,,,,,,,,,
354,354,REGALO,,,,,,,,,,,,
355,355,PERTANTO,,,,,,,,,,,,
356,356,DUE,,,,,,,,,,,,
357,357,DUECENTO,,,,,,,,,,,,
358,358,DOPPIO,,,,,,,,,,,,
359,359,DORMIRE,,,,,,,,,,,,
360,360,CAMERA DA LETTO,,,,,,,,,,,,
361,361,SCHIENA,,,,,,,,,,,,
362,362,DUBBIO,,,,,,,,,,,,
363,363,DURANTE,,,,,,,,,,,,
364,364,DURARE,,,,,,,,,,,,
365,365,DURO,,,,,,,,,,,,
366,366,CHIESA,,,,,,,,,,,,
367,367,EFFETTO,,,,,,,,,,,,
368,368,ELETTRICO,,,,,,,,,,,,
369,369,ELEFANTE,,,,,,,,,,,,
370,370,SCEGLIERE,,,,,,,,,,,,
371,371,ELENA,,,,,,,,,,,,
372,372,ELLA,,,,,,,,,,,,
373,373,ESSE,,,,,,,,,,,,
374,374,CIÒ,,,,,,,,,,,,
375,375,EGLI,,,,,,,,,,,,
376,376,ESSI,,,,,,,,,,,,
377,377,SPINGERE,,,,,,,,,,,,
378,378,RIEMPIRE,,,,,,,,,,,,
379,379,PORTARE VIA,,,,,,,,,,,,
380,380,IN,,,,,,,,,,,,
381,381,NIENTE,,,,,,,,,,,,
382,382,RISCUOTERE,,,,,,,,,,,,
383,383,TROVARE,,,,,,,,,,,,
384,384,APPUNTAMENTO,,,,,,,,,,,,
385,385,BAMBINA,,,,,,,,,,,,
386,386,BAMBINO,,,,,,,,,,,,
387,387,BAMBINI,,,,,,,,,,,,
388,388,RINGRAZIARE,,,,,,,,,,,,
389,389,INSEGNARE,,,,,,,,,,,,
390,390,INTERO,,,,,,,,,,,,
391,391,INTENDERE,,,,,,,,,,,,
392,392,ENTRARE,,,,,,,,,,,,
393,393,ENTRATA,,,,,,,,,,,,
394,394,TRA,,,,,,,,,,,,
395,395,PANINO,,,,,,,,,,,,
396,396,DENTRO,,,,,,,,,,,,
397,397,IO,,,,,,,,,,,,
398,398,UGUALE,,,,,,,,,,,,
399,399,SBAGLIARSI,,,,,,,,,,,,
400,400,GRAFFIARE,,,,,,,,,,,,
401,401,SCALA,,,,,,,,,,,,
402,402,SCALA A PIOLI,,,,,,,,,,,,
403,403,SCUOLA,,,,,,,,,,,,
404,404,SCOPA,,,,,,,,,,,,
405,405,CORTECCIA,,,,,,,,,,,,
406,406,SCRIVERE,,,,,,,,,,,,
407,407,SPECCHIO,,,,,,,,,,,,
408,408,ASPETTARE,,,,,,,,,,,,
409,409,SPESSO,,,,,,,,,,,,
410,410,SPIRITO,,,,,,,,,,,,
411,411,SPUGNA,,,,,,,,,,,,
412,412,SPORCO,,,,,,,,,,,,
413,413,SPORT,,,,,,,,,,,,
414,414,MOGLIE,,,,,,,,,,,,
415,415,MARITO,,,,,,,,,,,,
416,416,SPUTARE,,,,,,,,,,,,
417,417,ESSERE,,,,,,,,,,,,
418,418,BISOGNARE,,,,,,,,,,,,
419,419,PIEDI,,,,,,,,,,,,
420,420,STARE,,,,,,,,,,,,
421,421,TROVARSI,,,,,,,,,,,,
422,422,ESTATE,,,,,,,,,,,,
423,423,STATO,,,,,,,,,,,,
424,424,STAGIONE,,,,,,,,,,,,
425,425,EST,,,,,,,,,,,,
426,426,STELLA,,,,,,,,,,,,
427,427,SCIMUNITO,,,,,,,,,,,,
428,428,STOMACO,,,,,,,,,,,,
429,429,STRANIERO,,,,,,,,,,,,
430,430,STRETTO,,,,,,,,,,,,
431,431,SPREMERE,,,,,,,,,,,,
432,432,RUMORE,,,,,,,,,,,,
433,433,STUPENDO,,,,,,,,,,,,
434,434,SVEGLIARSI,,,,,,,,,,,,
435,435,E,,,,,,,,,,,,
436,436,ETÀ,,,,,,,,,,,,
437,437,SCAVARE ALLA RICERCA DI,,,,,,,,,,,,
438,438,ECCELLENTE,,,,,,,,,,,,
439,439,ESCURSIONE,,,,,,,,,,,,
440,440,ESEMPIO,,,,,,,,,,,,
441,441,USCIRE,,,,,,,,,,,,
442,442,USCITA,,,,,,,,,,,,
443,443,SPIEGARE,,,,,,,,,,,,
444,444,SPREMERE,,,,,,,,,,,,
445,445,ESISTERE,,,,,,,,,,,,
446,446,ASCIUGARE,,,,,,,,,,,,
447,447,SPEGNERE,,,,,,,,,,,,
448,448,TIRARE FUORI,,,,,,,,,,,,
449,449,ASCIUGAMANO,,,,,,,,,,,,
450,450,FABBRICA,,,,,,,,,,,,
451,451,FACCIA,,,,,,,,,,,,
452,452,FARE,,,,,,,,,,,,
453,453,ALBEGGIARE,,,,,,,,,,,,
454,454,ANNOTTARE,,,,,,,,,,,,
455,455,FACILE,,,,,,,,,,,,
456,456,FATTO,,,,,,,,,,,,
457,457,FALSO,,,,,,,,,,,,
458,458,FAME,,,,,,,,,,,,
459,459,FAMIGLIA,,,,,,,,,,,,
460,460,FANTASTICO,,,,,,,,,,,,
461,461,FARMACIA,,,,,,,,,,,,
462,462,STANCO,,,,,,,,,,,,
463,463,FEBBRAIO,,,,,,,,,,,,
464,464,FEGATO,,,,,,,,,,,,
465,465,BRUTTO,,,,,,,,,,,,
466,466,FELICE,,,,,,,,,,,,
467,467,DONNA,,,,,,,,,,,,
468,468,FEMMINILE,,,,,,,,,,,,
469,469,FINESTRA,,,,,,,,,,,,
470,470,FERRO,,,,,,,,,,,,
471,471,FESTA,,,,,,,,,,,,
472,472,FIGURA,,,,,,,,,,,,
473,473,FIGLIA,,,,,,,,,,,,
474,474,FIGLIO,,,,,,,,,,,,
475,475,FILO,,,,,,,,,,,,
476,476,FINALE,,,,,,,,,,,,
477,477,FINE,,,,,,,,,,,,
478,478,FINO A,,,,,,,,,,,,
479,479,FINE SETTIMANA,,,,,,,,,,,,
480,480,FINIRE,,,,,,,,,,,,
481,481,SOTTILE,,,,,,,,,,,,
482,482,FRECCIA,,,,,,,,,,,,
483,483,FIORE,,,,,,,,,,,,
484,484,GALLEGGIARE,,,,,,,,,,,,
485,485,FLUIRE,,,,,,,,,,,,
486,486,FIUME,,,,,,,,,,,,
487,487,FOCOLARE,,,,,,,,,,,,
488,488,FUOCO,,,,,,,,,,,,
489,489,FOGLIA,,,,,,,,,,,,
490,490,FOGLIO,,,,,,,,,,,,
491,491,FONDO,,,,,,,,,,,,
492,492,FONTANA,,,,,,,,,,,,
493,493,SORGENTE,,,,,,,,,,,,
494,494,FUORI,,,,,,,,,,,,
495,495,FORCHETTA,,,,,,,,,,,,
496,496,FORBICI,,,,,,,,,,,,
497,497,FORMA,,,,,,,,,,,,
498,498,BELLO,,,,,,,,,,,,
499,499,FORNO,,,,,,,,,,,,
500,500,FORSE,,,,,,,,,,,,
501,501,FORTE,,,,,,,,,,,,
502,502,FORZA,,,,,,,,,,,,
503,503,FORTUNA,,,,,,,,,,,,
504,504,CERINO,,,,,,,,,,,,
505,505,FOTOGRAFIA,,,,,,,,,,,,
506,506,FRANCESE,,,,,,,,,,,,
507,507,FRATELLO,,,,,,,,,,,,
508,508,FREGARE,,,,,,,,,,,,
509,509,FREDDO,,,,,,,,,,,,
510,510,FREDDO,,,,,,,,,,,,
511,511,SPESSO,,,,,,,,,,,,
512,512,FRESCO,,,,,,,,,,,,
513,513,GRANO,,,,,,,,,,,,
514,514,FRONTE,,,,,,,,,,,,
515,515,DI FRONTE,,,,,,,,,,,,
516,516,FRUTTO,,,,,,,,,,,,
517,517,FUMO,,,,,,,,,,,,
518,518,CORDA,,,,,,,,,,,,
519,519,LEGNO,,,,,,,,,,,,
520,520,CALCIO,,,,,,,,,,,,
521,521,FUTURO,,,,,,,,,,,,
522,522,GIALLO,,,,,,,,,,,,
523,523,GALLINA,,,,,,,,,,,,
524,524,GALLO,,,,,,,,,,,,
525,525,GARAGE,,,,,,,,,,,,
526,526,GAS,,,,,,,,,,,,
527,527,BENZINA,,,,,,,,,,,,
528,528,GELARE,,,,,,,,,,,,
529,529,GELATO,,,,,,,,,,,,
530,530,GENERALE,,,,,,,,,,,,
531,531,GENERALMENTE,,,,,,,,,,,,
532,532,GINOCCHIO,,,,,,,,,,,,
533,533,GENTE,,,,,,,,,,,,
534,534,GINNASTICA,,,,,,,,,,,,
535,535,GIRAFFA,,,,,,,,,,,,
536,536,GIRARE,,,,,,,,,,,,
537,537,GHIACCIO,,,,,,,,,,,,
538,538,GOMMA,,,,,,,,,,,,
539,539,GUSTO,,,,,,,,,,,,
540,540,GOCCIA,,,,,,,,,,,,
541,541,GOVERNO,,,,,,,,,,,,
542,542,GRADO,,,,,,,,,,,,
543,543,GRADO,,,,,,,,,,,,
544,544,GRANDE,,,,,,,,,,,,
545,545,GRASSO,,,,,,,,,,,,
546,546,GRAZIA,,,,,,,,,,,,
547,547,GRAZIE,,,,,,,,,,,,
548,548,GRATTARE,,,,,,,,,,,,
549,549,GRIGIO,,,,,,,,,,,,
550,550,GROSSO,,,,,,,,,,,,
551,551,GRUPPO,,,,,,,,,,,,
552,552,GUADAGNARE,,,,,,,,,,,,
553,553,GUANTO,,,,,,,,,,,,
554,554,CONSERVARE,,,,,,,,,,,,
555,555,GUERRA,,,,,,,,,,,,
556,556,AVERE,,,,,,,,,,,,
557,557,AVERE,,,,,,,,,,,,
558,558,AVERE DA,,,,,,,,,,,,
559,559,ESSERCI,,,,,,,,,,,,
560,560,ELICOTTERO,,,,,,,,,,,,
561,561,ERBA,,,,,,,,,,,,
562,562,IERI,,,,,,,,,,,,
563,563,IERI SERA,,,,,,,,,,,,
564,564,CI,,,,,,,,,,,,
565,565,STORIA,,,,,,,,,,,,
566,566,INVERNO,,,,,,,,,,,,
567,567,OGGI,,,,,,,,,,,,
568,568,UOMO,,,,,,,,,,,,
569,569,UOMO,,,,,,,,,,,,
570,570,ESPALLA,,,,,,,,,,,,
571,571,ONORE,,,,,,,,,,,,
572,572,ORA,,,,,,,,,,,,
573,573,OROLOGIO,,,,,,,,,,,,
574,574,OROLOGIO,,,,,,,,,,,,
575,575,ORTO,,,,,,,,,,,,
576,576,OSPEDALE,,,,,,,,,,,,
577,577,ALBERGO,,,,,,,,,,,,
578,578,UMANO,,,,,,,,,,,,
579,579,UMIDO,,,,,,,,,,,,
580,580,IDEA,,,,,,,,,,,,
581,581,IMPERMEABILE,,,,,,,,,,,,
582,582,IMPORTANTE,,,,,,,,,,,,
583,583,IMPORTANZA,,,,,,,,,,,,
584,584,IMPORTARE,,,,,,,,,,,,
585,585,IMPOSSIBILE,,,,,,,,,,,,
586,586,GONFIARSI,,,,,,,,,,,,
587,587,INTELLIGENTE,,,,,,,,,,,,
588,588,INTERESSANTE,,,,,,,,,,,,
589,589,INTERESSARE,,,,,,,,,,,,
590,590,INTERESSE,,,,,,,,,,,,
591,591,BUDELLA,,,,,,,,,,,,
592,592,INVITARE,,,,,,,,,,,,
593,593,ANDARE,,,,,,,,,,,,
594,594,ISOLA,,,,,,,,,,,,
595,595,ITALIANO,,,,,,,,,,,,
596,596,GIÀ,,,,,,,,,,,,
597,597,DISTESO,,,,,,,,,,,,
598,598,GIACCA,,,,,,,,,,,,
599,599,PROSCIUTTO,,,,,,,,,,,,
600,600,GIARDINO,,,,,,,,,,,,
601,601,BUTTARE,,,,,,,,,,,,
602,602,GENNAIO,,,,,,,,,,,,
603,603,GIOVANNI,,,,,,,,,,,,
604,604,GIOCARE,,,,,,,,,,,,
605,605,GIOCO,,,,,,,,,,,,
606,606,GIOCATTOLO,,,,,,,,,,,,
607,607,GIUSEPPE,,,,,,,,,,,,
608,608,GIÙ,,,,,,,,,,,,
609,609,GIOVANE,,,,,,,,,,,,
610,610,RAGAZZO,,,,,,,,,,,,
611,611,RAGAZZA,,,,,,,,,,,,
612,612,RAGAZZA,,,,,,,,,,,,
613,613,RAGAZZO,,,,,,,,,,,,
614,614,GIOVEDÌ,,,,,,,,,,,,
615,615,LUGLIO,,,,,,,,,,,,
616,616,GIUNGERE,,,,,,,,,,,,
