id,sem,lem,cer,cg,flex,pron,orto,etim,varia,def,sinta,ex,comp,not
61,61,APRENDER,,,,,,,,,,,,
62,62,ABRIL,,,,,,,,,,,,
63,63,ABRIR,,,,,,,,,,,,
64,64,AGUA,,,,,,,,,,,,
65,65,ÁGUILA,,,,,,,,,,,,
66,66,ÁRBOL,,,,,,,,,,,,
67,67,ARCO,,,,,,,,,,,,
68,68,ARCO IRIS,,,,,,,,,,,,
69,69,QUEMAR,,,,,,,,,,,,
70,70,ARENA,,,,,,,,,,,,
71,71,PLATA,,,,,,,,,,,,
72,72,ARMARIO,,,,,,,,,,,,
73,73,PARAR,,,,,,,,,,,,
74,74,DETENERSE,,,,,,,,,,,,
75,75,ATRÁS,,,,,,,,,,,,
76,76,LLEGAR,,,,,,,,,,,,
77,77,ARTE,,,,,,,,,,,,
78,78,ARTISTA,,,,,,,,,,,,
79,79,SUBIR,,,,,,,,,,,,
80,80,SUBIR,,,,,,,,,,,,
81,81,ASCENSOR,,,,,,,,,,,,
82,82,ESCUCHAR,,,,,,,,,,,,
83,83,BASTANTE,,,,,,,,,,,,
84,84,HACHA,,,,,,,,,,,,
85,85,ATENCIÓN,,,,,,,,,,,,
86,86,PÁJARO,,,,,,,,,,,,
87,87,AUTOR,,,,,,,,,,,,
88,88,OÍR,,,,,,,,,,,,
89,89,OÍDO,,,,,,,,,,,,
90,90,OREJA,,,,,,,,,,,,
91,91,ORO,,,,,,,,,,,,
92,92,O,,,,,,,,,,,,
93,93,AUTOBÚS,,,,,,,,,,,,
94,94,OTOÑO,,,,,,,,,,,,
95,95,AUTOMÓVIL,,,,,,,,,,,,
96,96,ABUELA,,,,,,,,,,,,
97,97,ABUELO,,,,,,,,,,,,
98,98,BALCÓN,,,,,,,,,,,,
99,99,BAILAR,,,,,,,,,,,,
100,100,BALÓN,,,,,,,,,,,,
101,101,GLOBO,,,,,,,,,,,,
102,102,PLÁTANO,,,,,,,,,,,,
103,103,BANCO,,,,,,,,,,,,
104,104,BANCO,,,,,,,,,,,,
105,105,BAÑARSE,,,,,,,,,,,,
106,106,BAÑO,,,,,,,,,,,,
107,107,BARBA,,,,,,,,,,,,
108,108,BARCA,,,,,,,,,,,,
109,109,BAR,,,,,,,,,,,,
110,110,BALONCESTO,,,,,,,,,,,,
111,111,BAJAR,,,,,,,,,,,,
112,112,BAJAR,,,,,,,,,,,,
113,113,BAJO,,,,,,,,,,,,
114,114,DEBAJO,,,,,,,,,,,,
115,115,BASTAR,,,,,,,,,,,,
116,116,BEBÉ,,,,,,,,,,,,
117,117,COLUMPIO,,,,,,,,,,,,
118,118,BONITO,,,,,,,,,,,,
119,119,BIEN,,,,,,,,,,,,
120,120,GORRA,,,,,,,,,,,,
121,121,BEBER,,,,,,,,,,,,
122,122,BIBLIOTECA,,,,,,,,,,,,
123,123,BICICLETA,,,,,,,,,,,,
124,124,BILLETE,,,,,,,,,,,,
125,125,GALLETA,,,,,,,,,,,,
126,126,BLANCO,,,,,,,,,,,,
127,127,AZUL,,,,,,,,,,,,
128,128,BLUSA,,,,,,,,,,,,
129,129,BOCA,,,,,,,,,,,,
130,130,BUENO,,,,,,,,,,,,
131,131,BARATO,,,,,,,,,,,,
132,132,BOLSO,,,,,,,,,,,,
133,133,BOLSA,,,,,,,,,,,,
134,134,BOTA,,,,,,,,,,,,
135,135,BOTELLA,,,,,,,,,,,,
136,136,BOTÓN,,,,,,,,,,,,
137,137,BRAZO,,,,,,,,,,,,
138,138,CEPILLO,,,,,,,,,,,,
139,139,MANTEQUILLA,,,,,,,,,,,,
140,140,JAULA,,,,,,,,,,,,
141,141,CAGAR,,,,,,,,,,,,
142,142,CAER,,,,,,,,,,,,
143,143,CAFÉ,,,,,,,,,,,,
144,144,CALCETÍN,,,,,,,,,,,,
145,145,MEDIA,,,,,,,,,,,,
146,146,ZAPATO,,,,,,,,,,,,
147,147,CALIENTE,,,,,,,,,,,,
148,148,CALENDARIO,,,,,,,,,,,,
149,149,CÁLIDO,,,,,,,,,,,,
150,150,CALOR,,,,,,,,,,,,
151,151,PIERNA,,,,,,,,,,,,
152,152,CAMBIAR,,,,,,,,,,,,
153,153,CAMBIO,,,,,,,,,,,,
154,154,HABITACIÓN,,,,,,,,,,,,
155,155,CUARTO DE BAÑO,,,,,,,,,,,,
156,156,LAVABO,,,,,,,,,,,,
157,157,CHIMENEA,,,,,,,,,,,,
158,158,CAMIÓN,,,,,,,,,,,,
159,159,CAMISA,,,,,,,,,,,,
160,160,CAMINO,,,,,,,,,,,,
161,161,TIMBRE,,,,,,,,,,,,
162,162,CAMPO,,,,,,,,,,,,
163,163,VELA,,,,,,,,,,,,
164,164,PERRO,,,,,,,,,,,,
165,165,PERRA,,,,,,,,,,,,
166,166,CANTAR,,,,,,,,,,,,
167,167,CANCIÓN,,,,,,,,,,,,
168,168,CAPAZ,,,,,,,,,,,,
169,169,CABELLO,,,,,,,,,,,,
170,170,CABER,,,,,,,,,,,,
171,171,CABEZA,,,,,,,,,,,,
172,172,JEFE,,,,,,,,,,,,
173,173,SOMBRERO,,,,,,,,,,,,
174,174,CABRA,,,,,,,,,,,,
175,175,CARÁCTER,,,,,,,,,,,,
176,176,CARNE,,,,,,,,,,,,
177,177,CARO,,,,,,,,,,,,
178,178,CARTA,,,,,,,,,,,,
179,179,AYUNTAMIENTO,,,,,,,,,,,,
180,180,CASA,,,,,,,,,,,,
181,181,QUESO,,,,,,,,,,,,
182,182,CASO,,,,,,,,,,,,
183,183,CAJA,,,,,,,,,,,,
184,184,CAJÓN,,,,,,,,,,,,
185,185,CASTELLANO,,,,,,,,,,,,
186,186,CASTILLO,,,,,,,,,,,,
187,187,CADA,,,,,,,,,,,,
188,188,CATALÁN,,,,,,,,,,,,
189,189,GATO,,,,,,,,,,,,
190,190,CAZAR,,,,,,,,,,,,
191,191,RABO,,,,,,,,,,,,
192,192,COSA,,,,,,,,,,,,
193,193,CAUSA,,,,,,,,,,,,
194,194,CABALLO,,,,,,,,,,,,
195,195,CAVAR,,,,,,,,,,,,
196,196,CUEVA,,,,,,,,,,,,
197,197,CIEGO,,,,,,,,,,,,
198,198,CIELO,,,,,,,,,,,,
199,199,CENA,,,,,,,,,,,,
200,200,CENAR,,,,,,,,,,,,
201,201,CENIZA,,,,,,,,,,,,
202,202,CIEN,,,,,,,,,,,,
203,203,CENTRO,,,,,,,,,,,,
204,204,BUSCAR,,,,,,,,,,,,
205,205,CEREZA,,,,,,,,,,,,
206,206,CIERTO,,,,,,,,,,,,
207,207,CERVEZA,,,,,,,,,,,,
208,208,GUITARRA,,,,,,,,,,,,
209,209,CIGARRILLO,,,,,,,,,,,,
210,210,CINE,,,,,,,,,,,,
211,211,CINCUENTA,,,,,,,,,,,,
212,212,CINCO,,,,,,,,,,,,
213,213,CHOCOLATE,,,,,,,,,,,,
214,214,CIUDAD,,,,,,,,,,,,
215,215,LLAMAR,,,,,,,,,,,,
216,216,LLAMARSE,,,,,,,,,,,,
217,217,CLARO,,,,,,,,,,,,
218,218,CLASE,,,,,,,,,,,,
219,219,CERRAR,,,,,,,,,,,,
220,220,CERRADO,,,,,,,,,,,,
221,221,LLAVE,,,,,,,,,,,,
222,222,CLAVO,,,,,,,,,,,,
223,223,CLIMA,,,,,,,,,,,,
224,224,COCINA,,,,,,,,,,,,
225,225,APELLIDO,,,,,,,,,,,,
226,226,COGER,,,,,,,,,,,,
227,227,ALLÁ,,,,,,,,,,,,
228,228,CUCHARA,,,,,,,,,,,,
229,229,CUELLO,,,,,,,,,,,,
230,230,ACOSTARSE,,,,,,,,,,,,
231,231,PALOMA,,,,,,,,,,,,
232,232,COLOR,,,,,,,,,,,,
233,233,PEGAR,,,,,,,,,,,,
234,234,GOLPE,,,,,,,,,,,,
235,235,CUCHILLO,,,,,,,,,,,,
236,236,COMENZAR,,,,,,,,,,,,
237,237,COMETA,,,,,,,,,,,,
238,238,CÓMO,,,,,,,,,,,,
239,239,COMO,,,,,,,,,,,,
240,240,COMPAÑERO,,,,,,,,,,,,
241,241,LÁSTIMA,,,,,,,,,,,,
242,242,CUMPLIR,,,,,,,,,,,,
243,243,COMPLETAR,,,,,,,,,,,,
244,244,COMPRAR,,,,,,,,,,,,
245,245,COMPRENDER,,,,,,,,,,,,
246,246,CON,,,,,,,,,,,,
247,247,CONDUCIR,,,,,,,,,,,,
248,248,CONEJO,,,,,,,,,,,,
249,249,CONOCER,,,,,,,,,,,,
250,250,CONSEGUIR,,,,,,,,,,,,
251,251,CONSERVAR,,,,,,,,,,,,
252,252,CONSIDERAR,,,,,,,,,,,,
253,253,CONSTRUIR,,,,,,,,,,,,
254,254,CONTAR,,,,,,,,,,,,
255,255,CONTENTO,,,,,,,,,,,,
256,256,CONTINUAR,,,,,,,,,,,,
257,257,CUENTO,,,,,,,,,,,,
258,258,CUENTA,,,,,,,,,,,,
259,259,CONTRA,,,,,,,,,,,,
260,260,CONVENIR,,,,,,,,,,,,
261,261,CORAZÓN,,,,,,,,,,,,
262,262,CUERNO,,,,,,,,,,,,
263,263,CUERPO,,,,,,,,,,,,
264,264,CORRECTO,,,,,,,,,,,,
265,265,CORRER,,,,,,,,,,,,
266,266,CARRERA,,,,,,,,,,,,
267,267,CURSO,,,,,,,,,,,,
268,268,CURSO,,,,,,,,,,,,
269,269,PATIO,,,,,,,,,,,,
270,270,CORTO,,,,,,,,,,,,
271,271,CORBATA,,,,,,,,,,,,
272,272,COSER,,,,,,,,,,,,
273,273,ASÍ,,,,,,,,,,,,
274,274,PRIMA,,,,,,,,,,,,
275,275,PRIMO,,,,,,,,,,,,
276,276,COSTA,,,,,,,,,,,,
277,277,COSTUMBRE,,,,,,,,,,,,
278,278,CODO,,,,,,,,,,,,
279,279,CREER,,,,,,,,,,,,
280,280,CRECER,,,,,,,,,,,,
281,281,CRUZAR,,,,,,,,,,,,
282,282,AQUELLO,,,,,,,,,,,,
283,283,AQUEL,,,,,,,,,,,,
284,284,AQUEL,,,,,,,,,,,,
285,285,ESO,,,,,,,,,,,,
286,286,ESE,,,,,,,,,,,,
287,287,ESE,,,,,,,,,,,,
288,288,ESTO,,,,,,,,,,,,
289,289,ESTE,,,,,,,,,,,,
290,290,ESTE,,,,,,,,,,,,
291,291,AQUÍ,,,,,,,,,,,,
292,292,CUYO,,,,,,,,,,,,
293,293,CUIDADO,,,,,,,,,,,,
294,294,CUIDAR,,,,,,,,,,,,
295,295,DEL,,,,,,,,,,,,
296,296,DAR,,,,,,,,,,,,
297,297,FECHA,,,,,,,,,,,,
298,298,DE,,,,,,,,,,,,
299,299,DE,,,,,,,,,,,,
300,300,PRONTO,,,,,,,,,,,,
301,301,DEL,,,,,,,,,,,,
302,302,ADEMÁS,,,,,,,,,,,,
303,303,DEBATE,,,,,,,,,,,,
304,304,DEBATIR,,,,,,,,,,,,
305,305,DIEZ,,,,,,,,,,,,
306,306,DICIEMBRE,,,,,,,,,,,,
307,307,DIECINUEVE,,,,,,,,,,,,
308,308,DIECIOCHO,,,,,,,,,,,,
309,309,DIECISIETE,,,,,,,,,,,,
310,310,DECIDIR,,,,,,,,,,,,
311,311,DÉCIMO,,,,,,,,,,,,
312,312,UNDÉCIMO,,,,,,,,,,,,
313,313,DEDO,,,,,,,,,,,,
314,314,PREGUNTA,,,,,,,,,,,,
315,315,PREGUNTAR,,,,,,,,,,,,
316,316,DINERO,,,,,,,,,,,,
317,317,DIENTE,,,,,,,,,,,,
318,318,DENTISTA,,,,,,,,,,,,
319,319,DESNUDARSE,,,,,,,,,,,,
320,320,DIOS,,,,,,,,,,,,
321,321,PASADO MAÑANA,,,,,,,,,,,,
322,322,DEPRISA,,,,,,,,,,,,
323,323,DERECHA,,,,,,,,,,,,
324,324,DERECHO,,,,,,,,,,,,
325,325,DERECHO,,,,,,,,,,,,
326,326,DESDE,,,,,,,,,,,,
327,327,DESAFILADO,,,,,,,,,,,,
328,328,DIBUJAR,,,,,,,,,,,,
329,329,SEGUIDA,,,,,,,,,,,,
330,330,DESEAR,,,,,,,,,,,,
331,331,DESAYUNAR,,,,,,,,,,,,
332,332,DESAYUNO,,,,,,,,,,,,
333,333,GASTAR,,,,,,,,,,,,
334,334,DEBER,,,,,,,,,,,,
335,335,DÍA,,,,,,,,,,,,
336,336,DÍA,,,,,,,,,,,,
337,337,DIARIO,,,,,,,,,,,,
338,338,DECIR,,,,,,,,,,,,
339,339,DIFERENCIA,,,,,,,,,,,,
340,340,DIFÍCIL,,,,,,,,,,,,
341,341,DIRIGIR,,,,,,,,,,,,
342,342,DISCO,,,,,,,,,,,,
343,343,DIFERENTE,,,,,,,,,,,,
344,344,DIVERTIRSE,,,,,,,,,,,,
345,345,DIVIDIR,,,,,,,,,,,,
346,346,DUCHA,,,,,,,,,,,,
347,347,DOCENA,,,,,,,,,,,,
348,348,DOCTOR,,,,,,,,,,,,
349,349,DOCE,,,,,,,,,,,,
350,350,DULCE,,,,,,,,,,,,
351,351,DOLER,,,,,,,,,,,,
352,352,DOLOR,,,,,,,,,,,,
353,353,DOMINGO,,,,,,,,,,,,
354,354,REGALO,,,,,,,,,,,,
355,355,TANTO,,,,,,,,,,,,
356,356,DOS,,,,,,,,,,,,
357,357,DOSCIENTOS,,,,,,,,,,,,
358,358,DOBLE,,,,,,,,,,,,
359,359,DORMIR,,,,,,,,,,,,
360,360,DORMITORIO,,,,,,,,,,,,
361,361,ESPALDA,,,,,,,,,,,,
362,362,DUDA,,,,,,,,,,,,
363,363,DURANTE,,,,,,,,,,,,
364,364,DURAR,,,,,,,,,,,,
365,365,DURO,,,,,,,,,,,,
366,366,INGLESIA,,,,,,,,,,,,
367,367,EFECTO,,,,,,,,,,,,
368,368,ELÉCTRICO,,,,,,,,,,,,
369,369,ELEFANTE,,,,,,,,,,,,
370,370,ESCOGER,,,,,,,,,,,,
371,371,ELENA,,,,,,,,,,,,
372,372,ELLA,,,,,,,,,,,,
373,373,ELLAS,,,,,,,,,,,,
374,374,ELLO,,,,,,,,,,,,
375,375,ÉL,,,,,,,,,,,,
376,376,ELLOS,,,,,,,,,,,,
377,377,EMPUJAR,,,,,,,,,,,,
378,378,LLENAR,,,,,,,,,,,,
379,379,LLEVARSE,,,,,,,,,,,,
380,380,EN,,,,,,,,,,,,
381,381,NADA,,,,,,,,,,,,
382,382,COBRAR,,,,,,,,,,,,
383,383,ENCONTRAR,,,,,,,,,,,,
384,384,CITA,,,,,,,,,,,,
385,385,NIÑA,,,,,,,,,,,,
386,386,NIÑO,,,,,,,,,,,,
387,387,NIÑOS,,,,,,,,,,,,
388,388,AGRADECER,,,,,,,,,,,,
389,389,ENSEÑAR,,,,,,,,,,,,
390,390,ENTERO,,,,,,,,,,,,
391,391,ENTENDER,,,,,,,,,,,,
392,392,ENTRAR,,,,,,,,,,,,
393,393,ENTRADA,,,,,,,,,,,,
394,394,ENTRE,,,,,,,,,,,,
395,395,BOCADILLO,,,,,,,,,,,,
396,396,DENTRO,,,,,,,,,,,,
397,397,YO,,,,,,,,,,,,
398,398,IGUAL,,,,,,,,,,,,
399,399,EQUIVOCARSE,,,,,,,,,,,,
400,400,ARAÑAR,,,,,,,,,,,,
401,401,ESCALERA,,,,,,,,,,,,
402,402,ESCALERA DE MANO,,,,,,,,,,,,
403,403,ESCUELA,,,,,,,,,,,,
404,404,ESCOBA,,,,,,,,,,,,
405,405,CORTEZA,,,,,,,,,,,,
406,406,ESCRIBIR,,,,,,,,,,,,
407,407,ESPEJO,,,,,,,,,,,,
408,408,ESPERAR,,,,,,,,,,,,
409,409,,,,,,,,,,,,,
410,410,ESPÍRITU,,,,,,,,,,,,
411,411,ESPONJA,,,,,,,,,,,,
412,412,SUCIO,,,,,,,,,,,,
413,413,DEPORTE,,,,,,,,,,,,
414,414,MUJER,,,,,,,,,,,,
415,415,MARIDO,,,,,,,,,,,,
416,416,ESCUPIR,,,,,,,,,,,,
417,417,SER,,,,,,,,,,,,
418,418,HABER QUE,,,,,,,,,,,,
419,419,PIE,,,,,,,,,,,,
420,420,ESTAR,,,,,,,,,,,,
421,421,HALLARSE,,,,,,,,,,,,
422,422,VERANO,,,,,,,,,,,,
423,423,ESTADO,,,,,,,,,,,,
424,424,ESTACIÓN,,,,,,,,,,,,
425,425,ESTE,,,,,,,,,,,,
426,426,ESTRELLA,,,,,,,,,,,,
427,427,TONTO,,,,,,,,,,,,
428,428,ESTÓMAGO,,,,,,,,,,,,
429,429,EXTRANJERO,,,,,,,,,,,,
430,430,ESTRECHO,,,,,,,,,,,,
431,431,APRETAR,,,,,,,,,,,,
432,432,RUIDO,,,,,,,,,,,,
433,433,ESTUPENDO,,,,,,,,,,,,
434,434,DESPERTARSE,,,,,,,,,,,,
435,435,Y,,,,,,,,,,,,
436,436,EDAD,,,,,,,,,,,,
437,437,EXCAVAR,,,,,,,,,,,,
438,438,EXCELENTE,,,,,,,,,,,,
439,439,EXCURSIÓN,,,,,,,,,,,,
440,440,EJEMPLO,,,,,,,,,,,,
441,441,SALIR,,,,,,,,,,,,
442,442,SALIDA,,,,,,,,,,,,
443,443,EXPLICAR,,,,,,,,,,,,
444,444,EXPRIMIR,,,,,,,,,,,,
445,445,EXISTIR,,,,,,,,,,,,
446,446,SECAR,,,,,,,,,,,,
447,447,APAGAR,,,,,,,,,,,,
448,448,SACAR,,,,,,,,,,,,
449,449,TOALLA,,,,,,,,,,,,
450,450,FÁBRICA,,,,,,,,,,,,
451,451,CARA,,,,,,,,,,,,
452,452,HACER,,,,,,,,,,,,
453,453,AMANECER,,,,,,,,,,,,
454,454,ANOCHECER,,,,,,,,,,,,
455,455,FÁCIL,,,,,,,,,,,,
456,456,HECHO,,,,,,,,,,,,
457,457,FALSO,,,,,,,,,,,,
458,458,HAMBRE,,,,,,,,,,,,
459,459,FAMILIA,,,,,,,,,,,,
460,460,FANTÁSTICO,,,,,,,,,,,,
461,461,FARMACIA,,,,,,,,,,,,
462,462,CANSADO,,,,,,,,,,,,
463,463,FEBRERO,,,,,,,,,,,,
464,464,HÍGADO,,,,,,,,,,,,
465,465,FEO,,,,,,,,,,,,
466,466,FELIZ,,,,,,,,,,,,
467,467,MUJER,,,,,,,,,,,,
468,468,FEMENINO,,,,,,,,,,,,
469,469,VENTANA,,,,,,,,,,,,
470,470,HIERRO,,,,,,,,,,,,
471,471,FIESTA,,,,,,,,,,,,
472,472,FIGURA,,,,,,,,,,,,
473,473,HIJA,,,,,,,,,,,,
474,474,HIJO,,,,,,,,,,,,
475,475,HILO,,,,,,,,,,,,
476,476,FINAL,,,,,,,,,,,,
477,477,FIN M,,,,,,,,,,,,
478,478,HASTA,,,,,,,,,,,,
479,479,FIN DE SEMANA,,,,,,,,,,,,
480,480,ACABAR,,,,,,,,,,,,
481,481,DELGADO,,,,,,,,,,,,
482,482,FLECHA,,,,,,,,,,,,
483,483,FLOR,,,,,,,,,,,,
484,484,FLOTAR,,,,,,,,,,,,
485,485,FLUIR,,,,,,,,,,,,
486,486,RÍO,,,,,,,,,,,,
487,487,HOGAR,,,,,,,,,,,,
488,488,FUEGO,,,,,,,,,,,,
489,489,HOJA,,,,,,,,,,,,
490,490,HOJA,,,,,,,,,,,,
491,491,FONDO,,,,,,,,,,,,
492,492,FUENTE,,,,,,,,,,,,
493,493,FUENTE,,,,,,,,,,,,
494,494,FUERA,,,,,,,,,,,,
495,495,TENEDOR,,,,,,,,,,,,
496,496,TIJERAS,,,,,,,,,,,,
497,497,FORMA,,,,,,,,,,,,
498,498,HERMOSO,,,,,,,,,,,,
499,499,HORNO,,,,,,,,,,,,
500,500,QUIZÁ,,,,,,,,,,,,
501,501,FUERTE,,,,,,,,,,,,
502,502,FUERZA,,,,,,,,,,,,
503,503,SUERTE,,,,,,,,,,,,
504,504,CERILLA,,,,,,,,,,,,
505,505,FOTOGRAFÍA,,,,,,,,,,,,
506,506,FRANCÉS,,,,,,,,,,,,
507,507,HERMANO,,,,,,,,,,,,
508,508,FROTAR,,,,,,,,,,,,
509,509,FRÍO,,,,,,,,,,,,
510,510,FRÍO,,,,,,,,,,,,
511,511,MENUDO,,,,,,,,,,,,
512,512,FRESCO,,,,,,,,,,,,
513,513,TRIGO,,,,,,,,,,,,
514,514,FRENTE,,,,,,,,,,,,
515,515,ENFRENTE,,,,,,,,,,,,
516,516,FRUTO,,,,,,,,,,,,
517,517,HUMO,,,,,,,,,,,,
518,518,CUERDA,,,,,,,,,,,,
519,519,PALO,,,,,,,,,,,,
520,520,FÚTBOL,,,,,,,,,,,,
521,521,FUTURO,,,,,,,,,,,,
522,522,AMARILLO,,,,,,,,,,,,
523,523,GALLINA,,,,,,,,,,,,
524,524,GALLO,,,,,,,,,,,,
525,525,GARAJE,,,,,,,,,,,,
526,526,GAS,,,,,,,,,,,,
527,527,GASOLINA,,,,,,,,,,,,
528,528,HELAR,,,,,,,,,,,,
529,529,HELADO,,,,,,,,,,,,
530,530,GENERAL,,,,,,,,,,,,
531,531,GENERALMENTE,,,,,,,,,,,,
532,532,RODILLA,,,,,,,,,,,,
533,533,GENTE,,,,,,,,,,,,
534,534,GIMNASIA,,,,,,,,,,,,
535,535,JIRAFA,,,,,,,,,,,,
536,536,GIRAR,,,,,,,,,,,,
537,537,HIELO,,,,,,,,,,,,
538,538,GOMA,,,,,,,,,,,,
539,539,GUSTO,,,,,,,,,,,,
540,540,GOTA,,,,,,,,,,,,
541,541,GOBIERNO,,,,,,,,,,,,
542,542,GRADO,,,,,,,,,,,,
543,543,GRADO,,,,,,,,,,,,
544,544,GRANDE,,,,,,,,,,,,
545,545,GRASA,,,,,,,,,,,,
546,546,GRACIA,,,,,,,,,,,,
547,547,GRACIAS,,,,,,,,,,,,
548,548,RASCAR,,,,,,,,,,,,
549,549,GRIS,,,,,,,,,,,,
550,550,GORDO,,,,,,,,,,,,
551,551,GRUPO,,,,,,,,,,,,
552,552,GANAR,,,,,,,,,,,,
553,553,GUANTE,,,,,,,,,,,,
554,554,GUARDAR,,,,,,,,,,,,
555,555,GUERRA,,,,,,,,,,,,
556,556,TENER,,,,,,,,,,,,
557,557,HABER,,,,,,,,,,,,
558,558,HABER DE,,,,,,,,,,,,
559,559,HABER,,,,,,,,,,,,
560,560,HELICÓPTERO,,,,,,,,,,,,
561,561,HIERBA,,,,,,,,,,,,
562,562,AYER,,,,,,,,,,,,
563,563,ANOCHE,,,,,,,,,,,,
564,564,,,,,,,,,,,,,
565,565,HISTORIA,,,,,,,,,,,,
566,566,INVIERNO,,,,,,,,,,,,
567,567,HOY,,,,,,,,,,,,
568,568,HOMBRE,,,,,,,,,,,,
569,569,HOMBRE,,,,,,,,,,,,
570,570,HOMBRO,,,,,,,,,,,,
571,571,HONOR,,,,,,,,,,,,
572,572,HORA,,,,,,,,,,,,
573,573,RELOJ,,,,,,,,,,,,
574,574,RELOJ DE PULSERA,,,,,,,,,,,,
575,575,HUERTO,,,,,,,,,,,,
576,576,HOSPITAL,,,,,,,,,,,,
577,577,HOTEL,,,,,,,,,,,,
578,578,HUMANO,,,,,,,,,,,,
579,579,MOJADO,,,,,,,,,,,,
580,580,IDEA,,,,,,,,,,,,
581,581,IMPERMEABLE,,,,,,,,,,,,
582,582,IMPORTANTE,,,,,,,,,,,,
583,583,IMPORTANCIA,,,,,,,,,,,,
584,584,IMPORTAR,,,,,,,,,,,,
585,585,IMPOSSIBLE,,,,,,,,,,,,
586,586,HINCHARSE,,,,,,,,,,,,
587,587,INTELIGENTE,,,,,,,,,,,,
588,588,INTERESANTE,,,,,,,,,,,,
589,589,INTERESAR,,,,,,,,,,,,
590,590,INTERÉS,,,,,,,,,,,,
591,591,TRIPA,,,,,,,,,,,,
592,592,INVITAR,,,,,,,,,,,,
593,593,IR,,,,,,,,,,,,
594,594,ISLA,,,,,,,,,,,,
595,595,ITALIANO,,,,,,,,,,,,
596,596,YA,,,,,,,,,,,,
597,597,ECHADO,,,,,,,,,,,,
598,598,CHAQUETA,,,,,,,,,,,,
599,599,JAMÓN,,,,,,,,,,,,
600,600,JARDÍN,,,,,,,,,,,,
601,601,ECHAR,,,,,,,,,,,,
602,602,ENERO,,,,,,,,,,,,
603,603,JUAN,,,,,,,,,,,,
604,604,JUGAR,,,,,,,,,,,,
605,605,JUEGO,,,,,,,,,,,,
606,606,JUGUETE,,,,,,,,,,,,
607,607,JOSÉ,,,,,,,,,,,,
608,608,ABAJO,,,,,,,,,,,,
609,609,JOVEN,,,,,,,,,,,,
610,610,MUCHACHO,,,,,,,,,,,,
611,611,MUCHACHA,,,,,,,,,,,,
612,612,CHICA,,,,,,,,,,,,
613,613,CHICO,,,,,,,,,,,,
614,614,JUEVES,,,,,,,,,,,,
615,615,JULIO,,,,,,,,,,,,
616,616,JUNTAR,,,,,,,,,,,,
617,617,JUNIO,,,,,,,,,,,,
618,618,JUSTICIA,,,,,,,,,,,,
619,619,KILO,,,,,,,,,,,,
620,620,KILÓMETRO,,,,,,,,,,,,
621,621,LABIO,,,,,,,,,,,,
622,622,LAGO,,,,,,,,,,,,
